year,region,region_label,metric,n,mean,std,min,q1,median,q3,max,iqr,range,cv_percent,range_percent_of_median
2025,ch,China,price_usd_per_kw,28,163.3237357,0.001398469245,163.3166,163.324,163.324,163.324,163.324,2.100875918e-09,0.007400005104,0.0008562559746,0.004530874277
2025,af,Africa,price_usd_per_kw,28,354.7164488,51.13343379,269.1651898,318.8335989,357.3959109,371.2719339,486.8090684,52.43833496,217.6438786,14.41529818,60.8971373
2025,eu,EU,price_usd_per_kw,28,329.3682277,47.98776728,244.5684309,289.9890666,328.2946122,363.070898,432.2830679,73.08183146,187.714637,14.56964068,57.17871389
2025,us,US,price_usd_per_kw,28,330.1881225,46.85304846,256.0161953,295.8080287,318.3063352,359.643746,459.504828,63.83571737,203.4886327,14.18980432,63.92855253
2025,apac,APAC,price_usd_per_kw,28,254.9226572,43.45573744,187.4579997,229.7563476,254.4222767,275.3463421,347.9967741,45.58999454,160.5387745,17.046636,63.09933883
2025,row,ROW,price_usd_per_kw,28,334.9470685,18.05906384,301.5760903,322.3727212,338.1341926,352.4634742,353.425,30.09075296,51.84890965,5.391617223,15.33382627
2030,ch,China,price_usd_per_kw,28,108.1542001,1.92969966,107.7531168,107.7909238,107.7909238,107.7909239,118.0004646,8.327650391e-08,10.24734776,1.784211484,9.506688877
2030,af,Africa,price_usd_per_kw,28,294.5849969,68.48390005,199.3642806,248.850958,284.6705296,314.3631242,565.5522701,65.51216621,366.1879894,23.24758585,128.6357214
2030,eu,EU,price_usd_per_kw,28,271.9905933,72.49445298,190.9942148,226.5246248,256.8159669,312.4034421,537.075576,85.87881739,346.0813611,26.65329418,134.7585064
2030,us,US,price_usd_per_kw,28,273.0272337,59.11507583,191.5874647,227.1906551,262.9010486,300.8998575,462.4682503,73.70920243,270.8807855,21.65171401,103.0352625
2030,apac,APAC,price_usd_per_kw,28,176.6381789,40.12026566,123.6420624,143.5842004,165.8459352,206.0248146,255.3329143,62.44061412,131.6908519,22.71324689,79.40553488
2030,row,ROW,price_usd_per_kw,28,234.2906358,18.09793816,211.6609466,225.4070144,232.9643951,232.9849043,295.0572644,7.577889984,83.39631778,7.724567437,35.79788136
2035,ch,China,price_usd_per_kw,28,95.90883311,3.060467691e-07,95.908833,95.90883301,95.90883302,95.90883306,95.90883461,5.238570111e-08,1.611413936e-06,3.191017545e-07,1.680151749e-06
2035,af,Africa,price_usd_per_kw,28,274.659114,56.50880109,185.8385243,241.6538595,257.9045059,282.9771675,439.9054418,41.32330804,254.0669174,20.57415837,98.51201185
2035,eu,EU,price_usd_per_kw,28,261.871544,89.9045464,174.9318454,213.0190415,243.137453,261.1057577,641.4506069,48.0867162,466.5187615,34.33154479,191.8744956
2035,us,US,price_usd_per_kw,28,234.5673056,43.33101002,178.1006539,205.5378649,229.7415488,246.3803632,353.8253485,40.84249829,175.7246946,18.47274066,76.48799075
2035,apac,APAC,price_usd_per_kw,28,133.8582758,26.15163415,110.0152079,110.015208,121.5521928,159.2457311,190.7870451,49.23052305,80.77183715,19.53680786,66.45033324
2035,row,ROW,price_usd_per_kw,28,215.6799956,48.04497572,175.872701,205.0526226,207.2280052,207.2850606,440.3897852,2.232437922,264.5170842,22.27604632,127.6454328
2040,ch,China,price_usd_per_kw,28,86.65125727,9.049467619e-08,86.6512572,86.65125721,86.65125722,86.6512573,86.65125756,9.646402077e-08,3.637982218e-07,1.044355028e-07,4.198418274e-07
2040,af,Africa,price_usd_per_kw,28,254.8073215,94.61552634,166.9544907,195.407261,224.7612248,278.3062027,542.9205287,82.89894172,375.966038,37.13218513,167.2735314
2040,eu,EU,price_usd_per_kw,28,261.4552545,95.71041344,166.2330649,198.7039528,227.1885017,279.2461129,570.9337942,80.54216009,404.7007293,36.60680433,178.1343362
2040,us,US,price_usd_per_kw,28,218.0437573,53.77590858,168.7670252,176.8609486,206.9027433,226.3362771,382.3116921,49.4753285,213.544667,24.6628976,103.210167
2040,apac,APAC,price_usd_per_kw,28,117.6921452,22.19602205,99.41154578,99.41154579,102.6728056,134.7627726,159.4670296,35.35122678,60.0554838,18.85939118,58.49210361
2040,row,ROW,price_usd_per_kw,28,217.2852463,53.71764342,170.5849503,186.8704577,187.261719,233.9324458,397.6682262,47.06198803,227.0832759,24.7221771,121.2651881
