year,exporter,importer,mean_gw,median_gw,q1_gw,q3_gw,active_profiles,active_share
2025,af,af,2.1407407405600964,3.3999995187824488,3.871003907931433e-08,3.3999999849459144,17,0.6296296296296297
2025,af,apac,1.636136419379918e-08,5.08456101027476e-09,1.452961719860411e-09,1.7684143313085398e-08,0,0.0
2025,af,ch,6.2048237524276155e-09,2.8000222759525447e-09,9.295570246920768e-10,7.610315352325063e-09,0,0.0
2025,af,eu,0.6296295662178892,8.348505333782966e-09,2.153965055702017e-09,3.0411202599791596e-07,5,0.18518518518518517
2025,af,row,0.5037036938805781,1.6318186662160007e-08,1.8802842403699924e-09,1.9115393321002027e-07,4,0.14814814814814814
2025,af,us,0.12592597027959762,1.0937592880137527e-08,2.249046696029977e-09,3.863364086350778e-08,1,0.037037037037037035
2025,apac,af,1.2222220256791982,2.176243889448264e-08,3.128453909938685e-09,2.1993915706802988e-07,5,0.18518518518518517
2025,apac,apac,47.07407401878201,49.999999908832095,49.99999979764619,49.999999978754325,27,1.0
2025,apac,ch,0.2740739797496041,6.155821426358208e-09,1.881599232824789e-09,1.8242288792837163e-08,1,0.037037037037037035
2025,apac,eu,29.68885352594412,15.000000446733726,4.640721429247683e-07,53.40000051716669,18,0.6666666666666666
2025,apac,row,9.918521910609616,1.3572542834817155e-06,6.072107287248765e-08,15.000000531552878,13,0.48148148148148145
2025,apac,us,18.21484615485927,6.9999998989587295,4.171612971534896e-08,44.99995621536519,14,0.5185185185185185
2025,ch,af,5.903703398766732,6.599999992866801,5.019555081886867e-07,9.99999856715622,19,0.7037037037037037
2025,ch,apac,0.5555555514503852,2.162983237067734e-08,4.839093648987022e-09,5.05945468481853e-08,1,0.037037037037037035
2025,ch,ch,323.7259259901709,323.9999999751501,323.99999993724583,323.9999999930552,27,1.0
2025,ch,eu,22.45925901427338,7.599999445271301,1.5917619791343863e-07,37.99999968257871,15,0.5555555555555556
2025,ch,row,20.614811488721905,19.60000138790654,1.4946473898854288e-07,41.29999821802501,17,0.6296296296296297
2025,ch,us,17.84441224663141,2.999999401637036,2.1290062945036015e-07,44.99999068651299,16,0.5925925925925926
2025,eu,af,0.24444452422494362,1.9437290355254542e-08,6.490364968241598e-09,6.555440215530053e-08,1,0.037037037037037035
2025,eu,apac,0.8148148205068525,4.999473543612648e-09,1.9341305819107466e-09,1.7221099943726358e-08,1,0.037037037037037035
2025,eu,ch,6.574661563981886e-09,3.257826389514211e-09,1.137882489064447e-09,1.0020223446663078e-08,0,0.0
2025,eu,eu,11.33333332138344,15.000000063691015,2.5183720817078758e-08,21.999999828660876,15,0.5555555555555556
2025,eu,row,4.903703651090564,1.2116088122378246e-08,4.696340652992928e-09,0.2000002109804088,6,0.2222222222222222
2025,eu,us,0.9259259274939069,1.1944294009987629e-08,3.4819896273971344e-09,3.506275289662215e-08,2,0.07407407407407407
2025,row,af,0.4888892247095484,6.070595524694114e-08,4.2820906037167415e-09,3.4577741533551606e-07,2,0.07407407407407407
2025,row,apac,1.583572513277451e-08,9.720725495509493e-09,1.8419276313940023e-09,2.179145085760621e-08,0,0.0
2025,row,ch,7.155074943423098e-09,4.238397730358181e-09,1.010293620234633e-09,1.0627351779018811e-08,0,0.0
2025,row,eu,3.568491551656498e-05,5.440179322586629e-08,3.1618771556146867e-09,4.2995447035701726e-07,0,0.0
2025,row,row,7.503703660099516,6.711715174080821e-08,1.0564303543492065e-08,6.879486546949657e-07,5,0.18518518518518517
2025,row,us,0.1111112576930095,5.034291856445638e-08,2.6401797038556503e-09,1.4856048854656233e-07,1,0.037037037037037035
2025,us,af,8.434650719830989e-08,1.3524936545192333e-08,5.044341739506958e-09,3.681746223755052e-08,0,0.0
2025,us,apac,1.5555555721405454,6.637121464412018e-09,1.7853837827202362e-09,2.8136059979197924e-08,1,0.037037037037037035
2025,us,ch,6.363607459934215e-09,3.1029238626102165e-09,1.0534031526404588e-09,8.032672066959817e-09,0,0.0
2025,us,eu,10.888888885168164,2.3046124563377554e-08,4.3643871957231325e-09,21.000000097316818,7,0.25925925925925924
2025,us,row,1.5555555934761653,5.173423504767505e-09,3.32338003153758e-09,2.197377284356558e-08,1,0.037037037037037035
2025,us,us,7.777778437007631,6.085089955754809e-08,1.3323883502989464e-08,9.07909330870417e-07,5,0.18518518518518517
2030,af,af,3.7469983438320784,5.797056805290152,1.034957758945864e-06,5.895464992470284,18,0.6666666666666666
2030,af,apac,1.659430965448216e-08,7.34278592790224e-09,2.2583166091101494e-09,3.67480851671115e-08,0,0.0
2030,af,ch,1.1041180110240422e-08,6.914832324766554e-09,1.486175465927118e-09,1.6037976583515743e-08,0,0.0
2030,af,eu,1.91905930497888,7.856794826139242e-08,1.0113415292159e-08,5.674684803178609,9,0.3333333333333333
2030,af,row,4.760017874434987e-08,1.028789080540458e-08,1.8437308123720635e-09,4.246079573307628e-08,0,0.0
2030,af,us,0.16067579872913948,2.3553525950413773e-08,7.228501925287712e-09,6.603491564478819e-08,1,0.037037037037037035
2030,apac,af,3.816012529934281,2.2500071144705065e-07,1.7482644003364518e-08,8.125006478221945,10,0.37037037037037035
2030,apac,apac,80.84220828110746,84.99999994156303,84.99999968078153,84.99999998514592,26,0.9629629629629629
2030,apac,ch,1.400257775657552,1.372520071901868e-08,3.1927399614903335e-09,3.443965010792676e-08,1,0.037037037037037035
2030,apac,eu,41.2338613448483,54.41956042830733,17.785276863765205,57.666542304301124,21,0.7777777777777778
2030,apac,row,18.666956534179707,13.949404010398801,4.440040189945837e-08,28.487637780212324,16,0.5925925925925926
2030,apac,us,13.311713757260362,5.147483918346487e-07,2.519447890715659e-08,21.25355475340298,12,0.4444444444444444
2030,ch,af,3.4960402586657837,4.424323120194383e-07,6.312568227083805e-09,8.10000040811974,10,0.37037037037037035
2030,ch,apac,3.4985276064481194,9.425677883289786e-09,2.2095955294213185e-09,9.254681751180133e-08,2,0.07407407407407407
2030,ch,ch,348.59974216729756,349.9999999444384,349.9999998668921,349.999999987748,27,1.0
2030,ch,eu,12.24956266678352,7.266103618549958e-08,1.1556457309312958e-08,3.067215236091384,7,0.25925925925925924
2030,ch,row,19.40466909475531,4.389541385247736e-08,7.520594771613936e-09,39.075629031661094,9,0.3333333333333333
2030,ch,us,5.0382393244944765,2.7946716881444648e-08,4.505528397044804e-09,4.433258844179534e-07,5,0.18518518518518517
2030,eu,af,0.9088121047514556,4.028304405149487e-08,1.0769235089015735e-08,9.837247921850003e-08,3,0.1111111111111111
2030,eu,apac,2.029551671362644e-08,6.490047910694516e-09,2.854210259867053e-09,3.606969877849026e-08,0,0.0
2030,eu,ch,1.2853823504209865e-08,5.3295080671090886e-09,1.4394897328921156e-09,1.9227983565902378e-08,0,0.0
2030,eu,eu,24.362773881468613,30.200528405544627,19.6578612416345,33.20077270177311,22,0.8148148148148148
2030,eu,row,3.4763087393381853,2.509730844606478e-08,6.045937478580707e-09,7.945258802267931e-08,4,0.14814814814814814
2030,eu,us,2.583517148780022,2.7623901336751287e-08,7.55746373173349e-09,7.608889758717962e-08,2,0.07407407407407407
2030,row,af,1.6222404020551375,1.5712747889684914e-07,1.7812436633767516e-08,3.479963869333163e-07,5,0.18518518518518517
2030,row,apac,1.7632737068000297e-08,8.43310347009619e-09,2.627854597864958e-09,3.52586954307347e-08,0,0.0
2030,row,ch,1.6073012872403362e-08,7.2136742620197884e-09,2.2405230257103275e-09,2.334663162553434e-08,0,0.0
2030,row,eu,3.5199164496042563,1.0856041826905184e-07,1.0705733256404375e-08,1.9778297670869424e-07,3,0.1111111111111111
2030,row,row,28.4520655399682,34.67217602000657,4.4904460477856217e-07,52.43322802351026,16,0.5925925925925926
2030,row,us,1.3360376757298995,4.1073631138839175e-08,6.719309096510689e-09,8.083319170211784e-08,1,0.037037037037037035
2030,us,af,0.4098963581015593,2.4860024010945787e-08,7.150012977282181e-09,3.3007326206951527e-07,4,0.14814814814814814
2030,us,apac,0.6592640516500844,7.157960436295576e-09,2.442262368601204e-09,3.428684149575579e-08,1,0.037037037037037035
2030,us,ch,1.1481752714315167e-08,7.37028880371657e-09,1.4992376016935307e-09,1.3646918491187405e-08,0,0.0
2030,us,eu,6.714826349090502,4.575999932191815e-08,1.3424938864840605e-08,0.3550236329906947,6,0.2222222222222222
2030,us,row,4.111184488949856e-08,7.264913334302511e-09,3.5576094769316466e-09,6.799722553270048e-08,0,0.0
2030,us,us,42.56981628724853,56.658450970036085,25.88019576873242,64.93474910982599,21,0.7777777777777778
2035,af,af,7.053058446783986,8.298309748423573,8.022535233219052,8.39725874930235,24,0.8888888888888888
2035,af,apac,1.871280420276081e-08,6.374414058440886e-09,2.755491949911017e-09,2.016399384805109e-08,0,0.0
2035,af,ch,1.4136379031415476e-08,4.653637188094611e-09,2.479506284130598e-09,1.7224581821973063e-08,0,0.0
2035,af,eu,0.7342927211673066,2.4826465790483158e-08,1.0657416383653498e-08,1.2647323126000054e-07,3,0.1111111111111111
2035,af,row,4.572292059849933e-08,9.447277425629615e-09,6.331261563344741e-09,4.6610402331211926e-08,0,0.0
2035,af,us,0.4888903663493403,2.4151031546056696e-08,6.5276920212052515e-09,6.42190792939617e-08,2,0.07407407407407407
2035,apac,af,2.987331429475848,9.721109887515629e-08,1.8368313253413054e-08,1.1951759864254918,7,0.25925925925925924
2035,apac,apac,102.77282980925594,102.99999991105777,102.9999998314063,102.999999978559,27,1.0
2035,apac,ch,4.0618591258648015e-08,1.271575205788681e-08,6.175032069533955e-09,4.4018827160163845e-08,0,0.0
2035,apac,eu,36.47043867869243,46.979967966466745,13.177244623090058,51.85299414056148,21,0.7777777777777778
2035,apac,row,29.36046587404236,4.762859964203338e-07,3.560075128936924e-08,65.6436117415869,12,0.4444444444444444
2035,apac,us,17.53356035754735,1.768134803304829e-07,1.726202294459884e-08,35.57828369142989,10,0.37037037037037035
2035,ch,af,2.5412490092396705,7.789799343982905e-08,2.0910320312528366e-08,0.5963450866102215,7,0.25925925925925924
2035,ch,apac,0.22717009725496992,1.453778664901716e-08,3.410431668416963e-09,3.17248458533707e-08,1,0.037037037037037035
2035,ch,ch,332.9999998853217,332.99999995529845,332.9999998373156,332.9999999769126,27,1.0
2035,ch,eu,6.318851722417711,5.692787895542447e-08,1.4464872041063108e-08,5.842267774146224e-07,6,0.2222222222222222
2035,ch,row,12.538083989320652,4.1777202072469316e-08,1.0627420952061356e-08,6.812224291700418e-07,5,0.18518518518518517
2035,ch,us,2.8840807240038906,4.056261517895161e-08,5.931437694220579e-09,1.3124061731704495e-06,5,0.18518518518518517
2035,eu,af,0.7746261177735212,3.918225644830826e-08,1.560262931489082e-08,2.1777208564881558e-07,2,0.07407407407407407
2035,eu,apac,2.1072288686243476e-08,7.842592038297346e-09,4.116617979554703e-09,3.0001295817043954e-08,0,0.0
2035,eu,ch,1.5330893135555565e-08,7.059723435058252e-09,3.3400487586706042e-09,1.958058418454158e-08,0,0.0
2035,eu,eu,32.370457038655054,43.52517797628119,22.685131534129603,45.512185879336386,21,0.7777777777777778
2035,eu,row,3.575930893052665,2.499778266695553e-08,7.210062034850032e-09,1.0143215000632574e-07,2,0.07407407407407407
2035,eu,us,4.381537823883989,1.5491868511385066e-08,7.323410133904779e-09,6.040229079074922e-08,3,0.1111111111111111
2035,row,af,4.4089263416885345,1.582464063082354e-07,4.260644637405496e-08,11.304466199152724,10,0.37037037037037035
2035,row,apac,2.6582681126781597e-08,9.040175783389227e-09,4.258449640672377e-09,3.871893983301755e-08,0,0.0
2035,row,ch,2.2607673995642136e-08,8.9012182441997e-09,4.156592326616493e-09,2.8886456918849884e-08,0,0.0
2035,row,eu,2.72103814951258,7.692352109076468e-08,1.6245908537930434e-08,2.7886861799126e-07,4,0.14814814814814814
2035,row,row,33.52551914940966,19.505917887567293,4.499780669397369e-07,78.99999932566271,17,0.6296296296296297
2035,row,us,1.5107227660477487,3.997331432131449e-08,1.1622219330372866e-08,1.3558732581264587e-07,2,0.07407407407407407
2035,us,af,2.2348086518807313,7.583528929612548e-08,8.934455365050003e-09,6.183528357100306e-05,6,0.2222222222222222
2035,us,apac,2.0428555902213763e-08,1.3259768601618387e-08,4.895399057286833e-09,2.896664911804557e-08,0,0.0
