scenario,branch,period,total_capacity_gw,demand_weighted_price_usd_per_kw,cross_border_trade_gw
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a030,2025,1401.4,211.13638465125888,171.5999999963304
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a030,2030,875.5885180530458,154.9058450639768,193.95146965523531
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a030,2035,938.9522193010514,134.38324681683687,255.5999957146783
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a030,2040,959.4452823409117,139.94219692322355,229.66416467999775
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a040,2025,1401.4,221.58156218258023,156.5999999152025
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a040,2030,784.9004021429739,158.41030867449004,158.69800006801944
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a040,2035,841.2941655463416,146.68010014043986,171.60785160938048
strategic_offers,ch-af-apac-eu-row-us/pf120_k100_a040,2040,889.9712969355429,138.23556354899088,152.16393668715108
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a030,2025,1401.4,199.26422700955646,175.0000007220464
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a030,2030,849.8266319740306,181.6968347159716,201.60283154638228
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a030,2035,875.0324867449931,142.40839594097667,153.07056561556988
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a030,2040,939.3527648402354,134.61486037667095,71.09343554358313
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a040,2025,1401.4,220.16597000950674,153.00000010042334
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a040,2030,756.0564978922067,157.16229920746838,133.0207327466096
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a040,2035,790.0868143842009,147.1788113352209,163.31697264406418
strategic_offers,af-eu-us-apac-row-ch/pf080_k050_a040,2040,821.2035384279981,143.95414046789506,65.51954134967123
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a030,2025,1401.4,242.07762079576153,62.60000146983082
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a030,2030,767.8540208029524,181.61430793583978,87.79097822276854
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a030,2035,809.5112041534892,155.2461527416416,62.355429376451184
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a030,2040,832.1695904219256,167.3252877985145,66.07032933727899
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a040,2025,1401.4,241.99720938960849,123.00000053386506
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a040,2030,736.832673215895,186.22941763805687,79.88489333865004
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a040,2035,814.4048831862831,161.39305914171442,121.0456444304333
strategic_offers,af-eu-us-apac-row-ch/pf100_k050_a040,2040,821.9717989860577,137.91532983294027,115.23150397385626
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a030,2025,1401.4,234.18180816388755,104.60000603400982
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a030,2030,701.4034389515351,168.1558244067461,78.7525920795051
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a030,2035,760.2682810121188,154.32313019092533,131.99730196421692
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a030,2040,828.5886572082131,144.3814423366595,146.57655086230858
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a040,2025,1401.4,229.94934092075664,152.99999786106034
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a040,2030,757.7418054111424,185.49336765899798,104.96739743465183
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a040,2035,793.1408681466352,154.2526723509143,154.89934449839046
strategic_offers,af-eu-us-apac-row-ch/pf100_k100_a040,2040,837.3162071275533,141.1518821664428,96.47902194578049
strategic_offers,af-eu-us-apac-row-ch/pf120_k050_a030,2025,1401.4,221.2806411206396,149.59999990016317
strategic_offers,af-eu-us-apac-row-ch/pf120_k050_a030,2030,814.0905679164504,160.8598036930641,154.95222166825036
strategic_offers,af-eu-us-apac-row-ch/pf120_k050_a030,2035,837.6505563682022,155.43890361128032,134.86430904538094
strategic_offers,af-eu-us-apac-row-ch/pf120_k050_a030,2040,890.8926894998561,145.8769345172064,136.97179617961004
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a030,2025,1401.4,216.53979904261362,171.60000000156757
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a030,2030,873.3946487488616,172.97811743600508,179.2963449928223
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a030,2035,905.1554216972686,153.76217741138728,131.92822795734918
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a030,2040,973.1675212912089,132.79013107991008,215.71856674509593
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a040,2025,1401.4,228.0181167287257,149.59999987343292
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a040,2030,707.3493027878138,191.77427386224394,108.72908509218885
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a040,2035,763.4993419166065,156.93468731606913,145.5534959530566
strategic_offers,af-eu-us-apac-row-ch/pf120_k100_a040,2040,829.3334873216255,135.0789431272125,167.5157251715339
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a030,2025,1401.4,211.4522436267961,175.0000000782854
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a030,2030,860.4848830963228,143.18573885440307,251.21130284932806
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a030,2035,827.5079946417228,158.2597143310198,184.9999427864565
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a030,2040,892.5731826704571,147.52720178494428,169.2502167629658
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a040,2025,1401.4,220.90795365445481,182.39999624492702
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a040,2030,778.4700796908472,184.43928093519665,132.7717684375558
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a040,2035,823.1209128041321,156.92548659265367,117.66825913288505
strategic_offers,eu-us-af-row-apac-ch/pf080_k050_a040,2040,829.2790048108939,149.72170991530882,202.00000865191348
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a030,2025,1401.4,234.80700626862628,76.40000010340225
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a030,2030,769.6057350897373,164.32973179340343,98.28890902246178
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a030,2035,805.3501042010131,147.07220575851903,63.19544162754175
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a030,2040,847.4257121311042,155.1307861056185,66.99802407537888
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a040,2025,1401.4,224.3495854607834,150.00000194196502
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a040,2030,736.999317309525,188.58815051878776,73.15618329502938
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a040,2035,814.3577567334053,145.70990418968648,131.55003231003178
strategic_offers,eu-us-af-row-apac-ch/pf100_k050_a040,2040,852.0669812091663,147.2243854657737,157.23961385386193
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a030,2025,1401.4,237.7382105568062,149.59999940163294
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a030,2030,747.358276809332,193.78443168486203,91.72547150154952
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a030,2035,795.6591907828328,150.59464537719188,62.69882259053057
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a030,2040,851.9871589187685,132.16415957304577,164.3955026893931
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a040,2025,1401.4,239.11942473692633,144.5999980105493
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a040,2030,757.2209887900426,182.99847562300965,109.35217873681422
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a040,2035,829.2478910344927,144.7121448388569,137.21478296311486
strategic_offers,eu-us-af-row-apac-ch/pf100_k100_a040,2040,857.8710398449749,160.68064625683863,69.03540975057018
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a030,2025,1401.4,234.30924558170557,149.59998353087462
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a030,2030,737.4387576539211,157.13624112936478,78.2451222799006
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a030,2035,815.915068358769,156.02218392403844,143.06883718262893
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a030,2040,878.7369539839514,136.58499952902378,154.9039753749862
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a040,2025,1401.4,236.10579650350937,69.60000061284956
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a040,2030,716.7674655428606,223.82984948406235,63.13374313596649
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a040,2035,745.3861557797195,192.05876127054668,58.51263584461796
strategic_offers,eu-us-af-row-apac-ch/pf120_k050_a040,2040,778.6764216796332,216.92879450985927,70.50745883478665
strategic_offers,eu-us-af-row-apac-ch/pf120_k100_a040,2025,1401.4,222.2421361449294,149.60000001025836
strategic_offers,eu-us-af-row-apac-ch/pf120_k100_a040,2030,801.0043912467112,157.54976622063202,203.48467988073992
strategic_offers,eu-us-af-row-apac-ch/pf120_k100_a040,2035,833.9249395893652,145.07556159210023,180.15736420464503
strategic_offers,eu-us-af-row-apac-ch/pf120_k100_a040,2040,906.5352223888683,141.83216814517777,194.42735663306863
fixed_cost_offers,ch-af-eu-us-row-apac/pf100_k050_a030,2025,1401.4,168.97076029101038,224.99999706643393
fixed_cost_offers,ch-af-eu-us-row-apac/pf100_k050_a030,2030,690.1582364571645,186.23266283971716,224.12805020919546
fixed_cost_offers,ch-af-eu-us-row-apac/pf100_k050_a030,2035,716.0255016617712,166.73512550603735,253.25469391584627
fixed_cost_offers,ch-af-eu-us-row-apac/pf100_k050_a030,2040,755.7478818735904,150.32227671109115,307.304113984964
fixed_cost_offers,ch-row-apac-us-eu-af/pf100_k050_a040,2025,1401.4,168.97076029101038,224.99999706643393
fixed_cost_offers,ch-row-apac-us-eu-af/pf100_k050_a040,2030,699.903534061498,128.83449805013134,233.1107145151284
fixed_cost_offers,ch-row-apac-us-eu-af/pf100_k050_a040,2035,717.6066912867303,166.71706980119586,261.22809466258883
fixed_cost_offers,ch-row-apac-us-eu-af/pf100_k050_a040,2040,749.5785838683425,150.31879448330122,308.4114368115543
fixed_cost_offers,us-apac-af-row-eu-ch/pf100_k050_a040,2025,1401.4,168.97076029101038,224.99999706643393
fixed_cost_offers,us-apac-af-row-eu-ch/pf100_k050_a040,2030,714.7861421388873,128.83285791186833,233.14832983585646
fixed_cost_offers,us-apac-af-row-eu-ch/pf100_k050_a040,2035,725.1828251355952,184.6281075942581,251.96493202973903
fixed_cost_offers,us-apac-af-row-eu-ch/pf100_k050_a040,2040,758.3740530584184,166.97851506666285,300.2895273270469
