candidate,candidate_code,sequence,order,branch,origin,price_factor,capacity_weight,damping,selected_sweep,max_gain_percent,limiting_player,multistart_status,year,total_capacity_gw,total_demand_gw,capacity_demand_ratio,mean_price_usd_per_kw,demand_weighted_price_usd_per_kw,price_dispersion_usd_per_kw,cross_border_trade_gw,cross_border_share,china_capacity_share,apac_capacity_share
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,clean_objective_stage2,0.8,1,0.4,13,0.8920375905,row,one_start_only,2035,767.4790455,699.9999999,1.096398636,231.6705903,167.5687973,102.6177015,176.6000005,0.2522857151,0.4693494121,0.1684512522
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,clean_objective_stage2,0.8,1,0.4,13,0.8920375905,row,one_start_only,2040,792.0625495,733,1.080576466,313.3614381,214.6723386,172.8908099,62.72759207,0.08557652397,0.4481618996,0.1864183766
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,11,0.5501195224,us,one_start_only,2025,1401.4,549,2.552641166,314.9980422,233.2516303,113.6356892,156.199999,0.2845173024,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,11,0.5501195224,us,one_start_only,2030,831.2534733,674,1.233313759,207.9883409,157.8773462,60.96654742,141.1497811,0.2094210403,0.5333105313,0.2081575504
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,11,0.5501195224,us,one_start_only,2035,818.194909,700,1.16884987,213.5527794,160.181705,86.0105211,58.33443435,0.08333490621,0.4665520654,0.2240741793
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,11,0.5501195224,us,one_start_only,2040,866.0031491,733,1.181450408,233.1121332,171.7434767,105.3916436,72.22535914,0.09853391424,0.4260431963,0.2424643964
ch-af-apac-eu-row-us/pf100_k100_a030,CH-pf100_k100_a030,ch-af-apac-eu-row-us,CH-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,4,0.9819254614,apac,one_start_only,2025,1401.4,549,2.552641166,284.7949269,223.0480477,55.37783023,174.9999999,0.3187613842,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf100_k100_a030,CH-pf100_k100_a030,ch-af-apac-eu-row-us,CH-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,4,0.9819254614,apac,one_start_only,2030,854.9626723,674,1.268490612,202.0422353,159.4419384,44.69125271,299.6410104,0.4445712321,0.6904543331,0.2027421557
ch-af-apac-eu-row-us/pf100_k100_a030,CH-pf100_k100_a030,ch-af-apac-eu-row-us,CH-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,4,0.9819254614,apac,one_start_only,2035,915.4526306,700,1.307789472,177.7095259,144.4976138,41.08582654,236.4661025,0.3378087179,0.6326852308,0.2567905408
ch-af-apac-eu-row-us/pf100_k100_a030,CH-pf100_k100_a030,ch-af-apac-eu-row-us,CH-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,4,0.9819254614,apac,one_start_only,2040,932.1578578,733,1.271702398,167.803392,140.0599399,38.16784568,250.8233647,0.3421874006,0.6047934912,0.2796888339
ch-af-apac-eu-row-us/pf120_k050_a030,CH-pf120_k050_a030,ch-af-apac-eu-row-us,CH-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,5,0.5937755679,apac,one_start_only,2025,1401.4,549,2.552641166,273.682207,216.1794355,57.09126506,171.6,0.312568306,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf120_k050_a030,CH-pf120_k050_a030,ch-af-apac-eu-row-us,CH-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,5,0.5937755679,apac,one_start_only,2030,835.9363805,674,1.240261692,186.0110145,152.4502983,51.47313649,181.2018163,0.2688454248,0.6717033503,0.1965930024
ch-af-apac-eu-row-us/pf120_k050_a030,CH-pf120_k050_a030,ch-af-apac-eu-row-us,CH-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,5,0.5937755679,apac,one_start_only,2035,851.9404698,700,1.217057814,189.2996603,148.5137465,51.07966067,208.8325734,0.2983322477,0.6086541756,0.2591875897
ch-af-apac-eu-row-us/pf120_k050_a030,CH-pf120_k050_a030,ch-af-apac-eu-row-us,CH-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,5,0.5937755679,apac,one_start_only,2040,898.0501204,732.9999999,1.225170696,158.9928636,131.9510774,37.87310635,222.7332095,0.3038652245,0.5835611596,0.2885544817
ch-af-apac-eu-row-us/pf120_k050_a040,CH-pf120_k050_a040,ch-af-apac-eu-row-us,CH-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,4,0.5921495258,apac,one_start_only,2025,1401.4,549,2.552641166,283.2365045,220.8356319,61.72664316,129.6,0.2360655738,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf120_k050_a040,CH-pf120_k050_a040,ch-af-apac-eu-row-us,CH-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,4,0.5921495258,apac,one_start_only,2030,805.424094,674,1.194991237,209.9944629,161.5789288,53.17420479,159.7572497,0.2370285604,0.6450835596,0.2016512625
ch-af-apac-eu-row-us/pf120_k050_a040,CH-pf120_k050_a040,ch-af-apac-eu-row-us,CH-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,4,0.5921495258,apac,one_start_only,2035,850.0172163,700,1.214310309,174.3016649,137.9819709,50.65584848,202.7000696,0.2895715281,0.5959176894,0.2526726118
ch-af-apac-eu-row-us/pf120_k050_a040,CH-pf120_k050_a040,ch-af-apac-eu-row-us,CH-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,4,0.5921495258,apac,one_start_only,2040,885.8613799,733,1.208542128,174.3823166,142.3574453,45.23933097,190.0755054,0.2593117399,0.5705619979,0.2749664314
ch-af-apac-eu-row-us/pf120_k100_a030,CH-pf120_k100_a030,ch-af-apac-eu-row-us,CH-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,4,0.9065294856,us,one_start_only,2025,1401.4,549,2.552641166,268.6110953,211.1363847,57.58111241,171.6,0.312568306,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf120_k100_a030,CH-pf120_k100_a030,ch-af-apac-eu-row-us,CH-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,4,0.9065294856,us,one_start_only,2030,875.5885181,673.9999999,1.299092757,192.2402579,154.9058451,43.11741651,193.9514697,0.2877618244,0.6788385919,0.1979716532
ch-af-apac-eu-row-us/pf120_k100_a030,CH-pf120_k100_a030,ch-af-apac-eu-row-us,CH-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,4,0.9065294856,us,one_start_only,2035,938.9522193,700,1.341360313,161.0337319,134.3832468,34.52964705,255.5999957,0.365142851,0.6261599341,0.2520564468
ch-af-apac-eu-row-us/pf120_k100_a030,CH-pf120_k100_a030,ch-af-apac-eu-row-us,CH-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,4,0.9065294856,us,one_start_only,2040,959.4452823,733,1.308929444,171.9966141,139.9421969,44.58976085,229.6641647,0.313320825,0.6152318852,0.2554091057
ch-af-apac-eu-row-us/pf120_k100_a040,CH-pf120_k100_a040,ch-af-apac-eu-row-us,CH-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.7732214371,apac,one_start_only,2025,1401.4,549,2.552641166,291.1555197,221.5815622,63.98876359,156.5999999,0.2852459015,0.6643356643,0.07849293564
ch-af-apac-eu-row-us/pf120_k100_a040,CH-pf120_k100_a040,ch-af-apac-eu-row-us,CH-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.7732214371,apac,one_start_only,2030,784.9004021,674,1.164540656,201.6413845,158.4103087,53.44404875,158.6980001,0.2354569734,0.5779854355,0.2208560422
ch-af-apac-eu-row-us/pf120_k100_a040,CH-pf120_k100_a040,ch-af-apac-eu-row-us,CH-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.7732214371,apac,one_start_only,2035,841.2941655,700,1.201848808,181.9283792,146.6801001,46.43234957,171.6078516,0.2451540737,0.5166258115,0.281340257
ch-af-apac-eu-row-us/pf120_k100_a040,CH-pf120_k100_a040,ch-af-apac-eu-row-us,CH-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.7732214371,apac,one_start_only,2040,889.9712969,733,1.214149109,165.5420917,138.2355635,41.21125881,152.1639367,0.2075906367,0.4882507971,0.312553829
af-eu-us-apac-row-ch/pf080_k050_a030,AF-pf080_k050_a030,af-eu-us-apac-row-ch,AF-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,8,0.8485817696,apac,one_start_only,2025,1401.4,549,2.552641166,240.6453835,199.264227,52.70179225,175.0000007,0.3187613857,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf080_k050_a030,AF-pf080_k050_a030,af-eu-us-apac-row-ch,AF-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,8,0.8485817696,apac,one_start_only,2030,849.826632,674,1.260870374,232.3219723,181.6968347,59.34078502,201.6028315,0.2991139934,0.5866673974,0.1759085267
af-eu-us-apac-row-ch/pf080_k050_a030,AF-pf080_k050_a030,af-eu-us-apac-row-ch,AF-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,8,0.8485817696,apac,one_start_only,2035,875.0324867,700,1.25004641,178.8632833,142.4083959,54.2528778,153.0705656,0.2186722366,0.5422548734,0.2084600349
af-eu-us-apac-row-ch/pf080_k050_a030,AF-pf080_k050_a030,af-eu-us-apac-row-ch,AF-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,8,0.8485817696,apac,one_start_only,2040,939.3527648,732.9999999,1.281518097,168.2125721,134.6148604,54.45388556,71.09343554,0.09698968016,0.5049680277,0.2466624363
af-eu-us-apac-row-ch/pf080_k050_a040,AF-pf080_k050_a040,af-eu-us-apac-row-ch,AF-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,11,0.8310431426,apac,one_start_only,2025,1401.4,549,2.552641166,273.3374017,220.16597,61.23856247,153.0000001,0.2786885248,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf080_k050_a040,AF-pf080_k050_a040,af-eu-us-apac-row-ch,AF-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,11,0.8310431426,apac,one_start_only,2030,756.0564979,673.9999999,1.121745546,210.620029,157.1622992,73.60829425,133.0207327,0.1973601376,0.4794012235,0.2277918343
af-eu-us-apac-row-ch/pf080_k050_a040,AF-pf080_k050_a040,af-eu-us-apac-row-ch,AF-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,11,0.8310431426,apac,one_start_only,2035,790.0868144,700,1.128695449,185.136435,147.1788113,61.54665337,163.3169726,0.2333099609,0.4328756282,0.2497463265
af-eu-us-apac-row-ch/pf080_k050_a040,AF-pf080_k050_a040,af-eu-us-apac-row-ch,AF-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,11,0.8310431426,apac,one_start_only,2040,821.2035384,733,1.120332249,181.5752604,143.9541405,70.60489977,65.51954135,0.08938545887,0.4164641419,0.2589566225
af-eu-us-apac-row-ch/pf100_k050_a030,AF-pf100_k050_a030,af-eu-us-apac-row-ch,AF-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,14,0.4468730365,row,one_start_only,2025,1401.4,549,2.552641166,327.9018303,242.0776208,79.61014842,62.60000147,0.1140255036,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf100_k050_a030,AF-pf100_k050_a030,af-eu-us-apac-row-ch,AF-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,14,0.4468730365,row,one_start_only,2030,767.8540208,674,1.139249289,242.837051,181.6143079,76.48042358,87.79097822,0.1302536769,0.4664341876,0.2142618851
af-eu-us-apac-row-ch/pf100_k050_a030,AF-pf100_k050_a030,af-eu-us-apac-row-ch,AF-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,14,0.4468730365,row,one_start_only,2035,809.5112042,700,1.156444577,201.8472087,155.2461527,74.85686774,62.35542938,0.08907918482,0.4296595878,0.2263585201
af-eu-us-apac-row-ch/pf100_k050_a030,AF-pf100_k050_a030,af-eu-us-apac-row-ch,AF-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,14,0.4468730365,row,one_start_only,2040,832.1695904,733,1.135292756,219.5525199,167.3252878,105.9844871,66.07032934,0.09013687495,0.4180873263,0.2245699515
af-eu-us-apac-row-ch/pf100_k050_a040,AF-pf100_k050_a040,af-eu-us-apac-row-ch,AF-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.9048946721,apac,one_start_only,2025,1401.4,549,2.552641166,320.2889187,241.9972094,71.41806932,123.0000005,0.2240437168,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf100_k050_a040,AF-pf100_k050_a040,af-eu-us-apac-row-ch,AF-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.9048946721,apac,one_start_only,2030,736.8326732,673.9999999,1.093223551,247.6609501,186.2294176,74.16401316,79.88489334,0.1185235806,0.5143148715,0.2114930224
af-eu-us-apac-row-ch/pf100_k050_a040,AF-pf100_k050_a040,af-eu-us-apac-row-ch,AF-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.9048946721,apac,one_start_only,2035,814.4048832,700,1.163435547,208.0477391,161.3930591,57.18741506,121.0456444,0.1729223492,0.4522105744,0.2561848594
af-eu-us-apac-row-ch/pf100_k050_a040,AF-pf100_k050_a040,af-eu-us-apac-row-ch,AF-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.9048946721,apac,one_start_only,2040,821.971799,732.9999999,1.121380353,165.8786158,137.9153298,57.14253652,115.231504,0.157205326,0.4458139705,0.2424385491
af-eu-us-apac-row-ch/pf100_k100_a030,AF-pf100_k100_a030,af-eu-us-apac-row-ch,AF-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,11,0.6721281118,apac,one_start_only,2025,1401.4,548.9999999,2.552641166,309.0969685,234.1818082,72.61463295,104.600006,0.1905282442,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf100_k100_a030,AF-pf100_k100_a030,af-eu-us-apac-row-ch,AF-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,11,0.6721281118,apac,one_start_only,2030,701.403439,674,1.040657921,218.7836356,168.1558244,63.05953356,78.75259208,0.1168436084,0.5197795871,0.2324519439
af-eu-us-apac-row-ch/pf100_k100_a030,AF-pf100_k100_a030,af-eu-us-apac-row-ch,AF-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,11,0.6721281118,apac,one_start_only,2035,760.268281,700,1.086097544,198.9330042,154.3231302,62.99576179,131.997302,0.1885675742,0.4571189339,0.2920559341
af-eu-us-apac-row-ch/pf100_k100_a030,AF-pf100_k100_a030,af-eu-us-apac-row-ch,AF-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,11,0.6721281118,apac,one_start_only,2040,828.5886572,732.9999999,1.130407445,191.1845337,144.3814423,78.98779286,146.5765509,0.1999680094,0.4157467128,0.3138406089
af-eu-us-apac-row-ch/pf100_k100_a040,AF-pf100_k100_a040,af-eu-us-apac-row-ch,AF-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,8,0.9534369516,us,one_start_only,2025,1401.4,549,2.552641166,300.1711153,229.9493409,74.23225244,152.9999979,0.2786885207,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf100_k100_a040,AF-pf100_k100_a040,af-eu-us-apac-row-ch,AF-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,8,0.9534369516,us,one_start_only,2030,757.7418054,674,1.124246002,245.7937611,185.4933677,72.52490706,104.9673974,0.1557379784,0.530237222,0.2245269535
af-eu-us-apac-row-ch/pf100_k100_a040,AF-pf100_k100_a040,af-eu-us-apac-row-ch,AF-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,8,0.9534369516,us,one_start_only,2035,793.1408681,700,1.133058383,199.6705786,154.2526724,68.1777336,154.8993445,0.2212847779,0.4714256625,0.2650677389
af-eu-us-apac-row-ch/pf100_k100_a040,AF-pf100_k100_a040,af-eu-us-apac-row-ch,AF-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,8,0.9534369516,us,one_start_only,2040,837.3162071,733,1.142314062,170.9765808,141.1518822,58.48736409,96.47902195,0.1316221309,0.4459053987,0.2861047828
af-eu-us-apac-row-ch/pf120_k050_a030,AF-pf120_k050_a030,af-eu-us-apac-row-ch,AF-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,8,0.6549033438,apac,one_start_only,2025,1401.4,549,2.552641166,289.7687624,221.2806411,65.55836905,149.5999999,0.2724954461,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf120_k050_a030,AF-pf120_k050_a030,af-eu-us-apac-row-ch,AF-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,8,0.6549033438,apac,one_start_only,2030,814.0905679,673.9999999,1.207849507,209.0199737,160.8598037,56.82302804,154.9522217,0.2298994387,0.6368164383,0.2066064586
af-eu-us-apac-row-ch/pf120_k050_a030,AF-pf120_k050_a030,af-eu-us-apac-row-ch,AF-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,8,0.6549033438,apac,one_start_only,2035,837.6505564,700,1.196643652,199.0782395,155.4389036,55.45105713,134.864309,0.1926632986,0.536809856,0.2679271976
af-eu-us-apac-row-ch/pf120_k050_a030,AF-pf120_k050_a030,af-eu-us-apac-row-ch,AF-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,8,0.6549033438,apac,one_start_only,2040,890.8926895,733,1.215406125,180.370273,145.8769345,48.89028726,136.9717962,0.1868646605,0.501432326,0.2951778575
af-eu-us-apac-row-ch/pf120_k100_a030,AF-pf120_k100_a030,af-eu-us-apac-row-ch,AF-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,5,0.7855083891,us,one_start_only,2025,1401.4,549,2.552641166,276.6206854,216.539799,54.82818061,171.6,0.312568306,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf120_k100_a030,AF-pf120_k100_a030,af-eu-us-apac-row-ch,AF-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,5,0.7855083891,us,one_start_only,2030,873.3946487,674,1.295837758,219.8736053,172.9781174,53.31982777,179.296345,0.266018316,0.6638436318,0.1922851953
af-eu-us-apac-row-ch/pf120_k100_a030,AF-pf120_k100_a030,af-eu-us-apac-row-ch,AF-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,5,0.7855083891,us,one_start_only,2035,905.1554217,699.9999999,1.293079174,193.4791168,153.7621774,48.81683271,131.928228,0.1884688971,0.602072917,0.2467291155
af-eu-us-apac-row-ch/pf120_k100_a030,AF-pf120_k100_a030,af-eu-us-apac-row-ch,AF-first,pf120_k100_a030,clean_objective_stage2,1.2,1,0.3,5,0.7855083891,us,one_start_only,2040,973.1675213,733,1.327650097,156.6367801,132.7901311,38.80771231,215.7185667,0.2942954526,0.5593968047,0.2904172017
af-eu-us-apac-row-ch/pf120_k100_a040,AF-pf120_k100_a040,af-eu-us-apac-row-ch,AF-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.8148040141,us,one_start_only,2025,1401.4,549,2.552641166,302.9693349,228.0181167,75.14255563,149.5999999,0.272495446,0.6643356643,0.07849293564
af-eu-us-apac-row-ch/pf120_k100_a040,AF-pf120_k100_a040,af-eu-us-apac-row-ch,AF-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.8148040141,us,one_start_only,2030,707.3493028,673.9999999,1.049479678,258.3962809,191.7742739,74.03372744,108.7290851,0.1613191174,0.5604473223,0.2420106568
af-eu-us-apac-row-ch/pf120_k100_a040,AF-pf120_k100_a040,af-eu-us-apac-row-ch,AF-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.8148040141,us,one_start_only,2035,763.4993419,700,1.090713346,200.0887221,156.9346873,58.24725276,145.553496,0.2079335657,0.5189454943,0.2960385397
af-eu-us-apac-row-ch/pf120_k100_a040,AF-pf120_k100_a040,af-eu-us-apac-row-ch,AF-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,7,0.8148040141,us,one_start_only,2040,829.3334873,733,1.131423584,164.7923903,135.0789431,45.74143064,167.5157252,0.2285344136,0.4784812147,0.3471070995
eu-us-af-row-apac-ch/pf080_k050_a030,EU-pf080_k050_a030,eu-us-af-row-apac-ch,EU-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,7,0.7425827198,apac,one_start_only,2025,1401.4,549,2.552641166,266.4894262,211.4522436,56.90324659,175.0000001,0.3187613845,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf080_k050_a030,EU-pf080_k050_a030,eu-us-af-row-apac-ch,EU-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,7,0.7425827198,apac,one_start_only,2030,860.4848831,674,1.276683803,177.8091844,143.1857389,44.71364417,251.2113028,0.3727170665,0.6137771171,0.1759996835
eu-us-af-row-apac-ch/pf080_k050_a030,EU-pf080_k050_a030,eu-us-af-row-apac-ch,EU-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,7,0.7425827198,apac,one_start_only,2035,827.5079946,699.9999999,1.182154278,201.9208444,158.2597143,54.80955682,184.9999428,0.2642856326,0.5055782714,0.2376236018
eu-us-af-row-apac-ch/pf080_k050_a030,EU-pf080_k050_a030,eu-us-af-row-apac-ch,EU-first,pf080_k050_a030,clean_objective_stage2,0.8,0.5,0.3,7,0.7425827198,apac,one_start_only,2040,892.5731827,733,1.217698749,180.1435725,147.5272018,48.66711045,169.2502168,0.230900705,0.4689868899,0.2686372113
eu-us-af-row-apac-ch/pf080_k050_a040,EU-pf080_k050_a040,eu-us-af-row-apac-ch,EU-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,8,0.9802010152,us,one_start_only,2025,1401.4,549,2.552641166,278.8056086,220.9079537,75.76076978,182.3999962,0.3322404303,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf080_k050_a040,EU-pf080_k050_a040,eu-us-af-row-apac-ch,EU-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,8,0.9802010152,us,one_start_only,2030,778.4700797,674,1.155000118,256.6160319,184.4392809,91.55419655,132.7717684,0.1969907544,0.5097622904,0.2169197944
eu-us-af-row-apac-ch/pf080_k050_a040,EU-pf080_k050_a040,eu-us-af-row-apac-ch,EU-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,8,0.9802010152,us,one_start_only,2035,823.1209128,699.9999999,1.175887018,209.5973286,156.9254866,75.75028427,117.6682591,0.1680975131,0.463732982,0.2538293045
eu-us-af-row-apac-ch/pf080_k050_a040,EU-pf080_k050_a040,eu-us-af-row-apac-ch,EU-first,pf080_k050_a040,clean_objective_stage2,0.8,0.5,0.4,8,0.9802010152,us,one_start_only,2040,829.2790048,732.9999999,1.131349256,191.2979035,149.7217099,69.86669235,202.0000087,0.2755798209,0.4600653069,0.248759258
eu-us-af-row-apac-ch/pf100_k050_a030,EU-pf100_k050_a030,eu-us-af-row-apac-ch,EU-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,11,0.7338125163,apac,one_start_only,2025,1401.4,549,2.552641166,310.1968945,234.8070063,79.49306772,76.4000001,0.1391621131,0.6643356643,0.07849293564
