candidate,candidate_code,sequence,order,branch,origin,price_factor,capacity_weight,damping,selected_sweep,max_gain_percent,limiting_player,multistart_status,year,total_capacity_gw,total_demand_gw,capacity_demand_ratio,mean_price_usd_per_kw,demand_weighted_price_usd_per_kw,price_dispersion_usd_per_kw,cross_border_trade_gw,cross_border_share,china_capacity_share,apac_capacity_share
eu-us-af-row-apac-ch/pf100_k050_a030,EU-pf100_k050_a030,eu-us-af-row-apac-ch,EU-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,11,0.7338125163,apac,one_start_only,2030,769.6057351,674,1.141848272,215.2853256,164.3297318,67.89285147,98.28890902,0.1458292419,0.4850079055,0.2175844071
eu-us-af-row-apac-ch/pf100_k050_a030,EU-pf100_k050_a030,eu-us-af-row-apac-ch,EU-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,11,0.7338125163,apac,one_start_only,2035,805.3501042,699.9999999,1.150500149,186.5576213,147.0722058,59.87669442,63.19544163,0.09027920234,0.443553169,0.2375196953
eu-us-af-row-apac-ch/pf100_k050_a030,EU-pf100_k050_a030,eu-us-af-row-apac-ch,EU-first,pf100_k050_a030,clean_objective_stage2,1,0.5,0.3,11,0.7338125163,apac,one_start_only,2040,847.4257121,732.9999999,1.156106019,200.4602673,155.1307861,78.15866586,66.99802408,0.09140248852,0.4209971968,0.247574846
eu-us-af-row-apac-ch/pf100_k050_a040,EU-pf100_k050_a040,eu-us-af-row-apac-ch,EU-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.8074026701,apac,one_start_only,2025,1401.4,548.9999999,2.552641166,288.3800769,224.3495855,57.59359033,150.0000019,0.2732240473,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf100_k050_a040,EU-pf100_k050_a040,eu-us-af-row-apac-ch,EU-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.8074026701,apac,one_start_only,2030,736.9993173,674,1.093470797,249.8842426,188.5881505,71.99848408,73.1561833,0.1085403313,0.5169316107,0.2059551881
eu-us-af-row-apac-ch/pf100_k050_a040,EU-pf100_k050_a040,eu-us-af-row-apac-ch,EU-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.8074026701,apac,one_start_only,2035,814.3577567,700,1.163368224,189.2046167,145.7099042,67.22805969,131.5500323,0.1879286176,0.4615941691,0.2542896937
eu-us-af-row-apac-ch/pf100_k050_a040,EU-pf100_k050_a040,eu-us-af-row-apac-ch,EU-first,pf100_k050_a040,clean_objective_stage2,1,0.5,0.4,6,0.8074026701,apac,one_start_only,2040,852.0669812,733,1.162437901,180.1933187,147.2243855,59.22166734,157.2396139,0.2145151622,0.4411327933,0.2503157411
eu-us-af-row-apac-ch/pf100_k100_a030,EU-pf100_k100_a030,eu-us-af-row-apac-ch,EU-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,10,0.7834637819,apac,one_start_only,2025,1401.4,549,2.552641166,315.2901269,237.7382106,69.71369993,149.5999994,0.2724954452,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf100_k100_a030,EU-pf100_k100_a030,eu-us-af-row-apac-ch,EU-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,10,0.7834637819,apac,one_start_only,2030,747.3582768,674,1.108840173,265.2693069,193.7844317,86.20228106,91.7254715,0.136091204,0.5030356027,0.2255331691
eu-us-af-row-apac-ch/pf100_k100_a030,EU-pf100_k100_a030,eu-us-af-row-apac-ch,EU-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,10,0.7834637819,apac,one_start_only,2035,795.6591908,700,1.136655987,195.7526335,150.5946454,69.03593029,62.69882259,0.08956974656,0.4623991248,0.2659035637
eu-us-af-row-apac-ch/pf100_k100_a030,EU-pf100_k100_a030,eu-us-af-row-apac-ch,EU-first,pf100_k100_a030,clean_objective_stage2,1,1,0.3,10,0.7834637819,apac,one_start_only,2040,851.9871589,733,1.162329003,159.962882,132.1641596,42.49061364,164.3955027,0.2242776299,0.4294355091,0.313765356
eu-us-af-row-apac-ch/pf100_k100_a040,EU-pf100_k100_a040,eu-us-af-row-apac-ch,EU-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,11,0.4543591126,row,one_start_only,2025,1401.4,549,2.552641166,320.2746019,239.1194247,70.66508247,144.599998,0.2633879745,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf100_k100_a040,EU-pf100_k100_a040,eu-us-af-row-apac-ch,EU-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,11,0.4543591126,row,one_start_only,2030,757.2209888,673.9999999,1.123473277,244.656043,182.9984756,76.59699944,109.3521787,0.1622435887,0.4988100284,0.2261937452
eu-us-af-row-apac-ch/pf100_k100_a040,EU-pf100_k100_a040,eu-us-af-row-apac-ch,EU-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,11,0.4543591126,row,one_start_only,2035,829.247891,700,1.184639844,183.6425528,144.7121448,63.71368142,137.214783,0.1960211185,0.447917266,0.2648998429
eu-us-af-row-apac-ch/pf100_k100_a040,EU-pf100_k100_a040,eu-us-af-row-apac-ch,EU-first,pf100_k100_a040,clean_objective_stage2,1,1,0.4,11,0.4543591126,row,one_start_only,2040,857.8710398,733,1.170356125,206.3430278,160.6806463,81.42338218,69.03540975,0.09418200512,0.4320116591,0.2625314633
eu-us-af-row-apac-ch/pf120_k050_a030,EU-pf120_k050_a030,eu-us-af-row-apac-ch,EU-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,9,0.4966557727,apac,one_start_only,2025,1401.4,549,2.552641166,321.1670608,234.3092456,84.70457573,149.5999835,0.2724954163,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf120_k050_a030,EU-pf120_k050_a030,eu-us-af-row-apac-ch,EU-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,9,0.4966557727,apac,one_start_only,2030,737.4387577,674,1.094122786,206.1146987,157.1362411,60.46632596,78.24512228,0.1160906859,0.5595249486,0.2187477659
eu-us-af-row-apac-ch/pf120_k050_a030,EU-pf120_k050_a030,eu-us-af-row-apac-ch,EU-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,9,0.4966557727,apac,one_start_only,2035,815.9150684,699.9999999,1.165592955,200.395618,156.0221839,56.50706189,143.0688372,0.2043840531,0.5054151858,0.2630428949
eu-us-af-row-apac-ch/pf120_k050_a030,EU-pf120_k050_a030,eu-us-af-row-apac-ch,EU-first,pf120_k050_a030,clean_objective_stage2,1.2,0.5,0.3,9,0.4966557727,apac,one_start_only,2040,878.736954,733,1.198822584,167.1583926,136.5849995,48.15737553,154.9039754,0.2113287522,0.4676451819,0.3007044419
eu-us-af-row-apac-ch/pf120_k050_a040,EU-pf120_k050_a040,eu-us-af-row-apac-ch,EU-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,12,0.6845648771,row,one_start_only,2025,1401.4,549,2.552641166,336.4223105,236.1057965,112.4225119,69.60000061,0.1267759574,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf120_k050_a040,EU-pf120_k050_a040,eu-us-af-row-apac-ch,EU-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,12,0.6845648771,row,one_start_only,2030,716.7674655,674,1.063453213,338.2547281,223.8298495,190.1200369,63.13374314,0.09367024204,0.4965839619,0.1573427581
eu-us-af-row-apac-ch/pf120_k050_a040,EU-pf120_k050_a040,eu-us-af-row-apac-ch,EU-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,12,0.6845648771,row,one_start_only,2035,745.3861558,700,1.064837365,270.2844716,192.0587613,139.4334062,58.51263584,0.08358947978,0.4525291708,0.161382916
eu-us-af-row-apac-ch/pf120_k050_a040,EU-pf120_k050_a040,eu-us-af-row-apac-ch,EU-first,pf120_k050_a040,clean_objective_stage2,1.2,0.5,0.4,12,0.6845648771,row,one_start_only,2040,778.6764217,732.9999999,1.062314354,306.6432131,216.9287945,196.4192206,70.50745883,0.09619025763,0.431094866,0.1730096258
eu-us-af-row-apac-ch/pf120_k100_a040,EU-pf120_k100_a040,eu-us-af-row-apac-ch,EU-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,5,0.6446123018,apac,one_start_only,2025,1401.4,549,2.552641166,288.5999938,222.2421361,79.23914566,149.6,0.2724954463,0.6643356643,0.07849293564
eu-us-af-row-apac-ch/pf120_k100_a040,EU-pf120_k100_a040,eu-us-af-row-apac-ch,EU-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,5,0.6446123018,apac,one_start_only,2030,801.0043912,673.9999999,1.188433815,199.1842377,157.5497662,51.79291408,203.4846799,0.3019060533,0.6580788228,0.2118805681
eu-us-af-row-apac-ch/pf120_k100_a040,EU-pf120_k100_a040,eu-us-af-row-apac-ch,EU-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,5,0.6446123018,apac,one_start_only,2035,833.9249396,700,1.191321342,182.2762932,145.0755616,46.13069187,180.1573642,0.2573676632,0.5849393194,0.275133298
eu-us-af-row-apac-ch/pf120_k100_a040,EU-pf120_k100_a040,eu-us-af-row-apac-ch,EU-first,pf120_k100_a040,clean_objective_stage2,1.2,1,0.4,5,0.6446123018,apac,one_start_only,2040,906.5352224,733,1.236746552,174.8235193,141.8321681,45.64341337,194.4273566,0.2652487812,0.5380178386,0.3192273124
