year,profile,importer,exporter,cleared_flow_gw,delivered_offer_usd_per_kw,market_price_usd_per_kw,demand_gw,exporter_capacity_gw,importer_capacity_gw
2030,eu-us-af-row-apac-ch/pf080_k050_a040,ch,ch,349.9999998671054,107.44092378697312,107.79092387918828,349.9999999919946,396.8346908210684,396.8346908210684
2030,eu-us-af-row-apac-ch/pf080_k050_a040,eu,apac,83.8655669820873,184.56995198449735,262.92222791677204,89.99999999531893,168.86556959458616,34.4542156696485
2030,eu-us-af-row-apac-ch/pf080_k050_a040,eu,ch,6.134429795525071,262.91609396020334,262.92222791677204,89.99999999531893,396.8346908210684,34.4542156696485
2030,eu-us-af-row-apac-ch/pf080_k050_a040,us,us,64.86949898874771,211.75090040837492,375.9767603906702,64.99999998271421,64.8694991133358,64.8694991133358
2030,eu-us-af-row-apac-ch/pf080_k050_a040,us,row,0.1304981838949475,375.9766781174628,375.9767603906702,64.99999998271421,107.63316190992754,64.8694991133358
2030,eu-us-af-row-apac-ch/pf080_k050_a040,apac,apac,84.99999972009601,123.55706235501908,201.91047271851096,84.99999999008564,168.86556959458616,168.86556959458616
2030,eu-us-af-row-apac-ch/pf080_k050_a040,af,af,5.812942408274598,119.25942540354018,358.13097453929845,13.999999995778015,5.812942582280826,5.812942582280826
2030,eu-us-af-row-apac-ch/pf080_k050_a040,af,ch,8.187057255501603,358.1227878057863,358.13097453929845,13.999999995778015,396.8346908210684,5.812942582280826
2030,eu-us-af-row-apac-ch/pf080_k050_a040,row,eu,34.45421236332438,166.25015041361434,232.9648319181143,69.99999999553219,34.4542156696485,107.63316190992754
2030,eu-us-af-row-apac-ch/pf080_k050_a040,row,row,35.54578749525657,232.92928618307093,232.9648319181143,69.99999999553219,107.63316190992754,107.63316190992754
