candidate,year,exporter,importer,flow_gw,demand_gw,market_price_usd_per_kw,offer_usd_per_kw,delivered_offer_usd_per_kw,manufacturing_cost_usd_per_kw,shipping_usd_per_kw,operating_margin_usd_per_kw,share_of_market,active,offer_minus_cost_usd_per_kw,gw_per_1gw_demand,offer_capacity_dual,landed_marginal_cost_usd_per_kw,strategic_offer_wedge_usd_per_kw
ch-af-apac-eu-row-us/pf080_k050_a040,2030,us,eu,63.82646580618561,89.99999999951089,261.6210509230561,163.61132674464386,173.00832674464385,211.7509004083749,9.397,40.47315051468114,0.7091829534059164,True,-48.139573663731085,0.7091829534059164,88.54889771260605,221.14790040837488,-48.13957366373103
ch-af-apac-eu-row-us/pf080_k050_a040,2030,apac,eu,20.27625524944301,89.99999999951089,261.6210509230561,228.7886007862043,245.0957742988368,123.55706235501908,16.30717351263244,121.7568150554046,0.2252917249950356,True,105.23153843118524,0.2252917249950356,16.505000368969874,139.86423586765153,105.23153843118523
ch-af-apac-eu-row-us/pf080_k050_a040,2030,af,eu,5.897278927416021,89.99999999951089,261.6210509230561,95.37383434119944,101.57383434119946,119.25942540354018,6.2,136.16162551951592,0.0655253214160896,True,-23.885591062340723,0.0655253214160896,160.0413193029292,125.45942540354018,-23.885591062340737
ch-af-apac-eu-row-us/pf080_k100_a040,2025,ch,row,19.60000138790654,44.9999999998401,330.21861105858505,315.6025587529882,330.1990110625941,163.0,14.59645230960589,152.62215874897916,0.4355555863994708,True,152.60255875298822,0.4355555863994708,-5.3969338130455125e-09,177.5964523096059,152.60255875298822
ch-af-apac-eu-row-us/pf080_k100_a040,2025,eu,row,21.999999992848,44.9999999998401,330.21861105858505,239.4006859942638,247.83697415992648,299.25,8.436288165662685,22.53232289292237,0.4888888887316927,True,-59.84931400573621,0.4888888887316927,82.35963689866573,307.6862881656627,-59.849314005736204
ch-af-apac-eu-row-us/pf080_k100_a040,2025,af,row,3.3999984056260413,44.9999999998401,330.21861105858505,144.74400001449962,152.24400001449962,180.93,7.5,141.78861105858505,0.0755555201252916,True,-36.18599998550039,0.0755555201252916,177.9712110456798,188.43,-36.18599998550039
ch-af-apac-eu-row-us/pf100_k050_a040,2025,ch,ch,323.9999999751501,323.9999999974166,163.32399999936524,163.0,163.0,163.0,0.0,0.3239999993652418,0.9999999999312764,True,0.0,0.9999999999312764,-6.09908290538641e-10,163.0,0.0
ch-af-apac-eu-row-us/pf100_k050_a040,2030,apac,apac,84.99999988257393,84.99999999535102,165.03144166829185,123.55706235501908,123.55706235501908,123.55706235501908,0.0,41.47437931327276,0.9999999986732108,True,0.0,0.9999999986732108,41.38937931339019,123.55706235501908,0.0
ch-af-apac-eu-row-us/pf120_k050_a030,2030,ch,ch,349.9999999444384,349.9999999967301,107.79092379883556,107.44092378697312,107.44092378697312,107.44092378697312,0.0,0.35000001186242,0.9999999998505952,True,0.0,0.9999999998505952,1.1918010023315162e-08,107.44092378697312,0.0
ch-af-apac-eu-row-us/pf120_k050_a040,2035,apac,apac,102.99999997208552,102.99999999833408,123.52392457972468,109.9122079504653,109.9122079504653,109.9122079504653,0.0,13.611716629259377,0.9999999997451596,True,0.0,0.9999999997451596,13.50871662928729,109.9122079504653,0.0
ch-af-apac-eu-row-us/pf120_k100_a040,2025,ch,us,44.9999998949453,44.99999999903018,317.9923607561448,306.8143607619478,317.9473607619478,163.0,11.133,143.85936075614475,0.9999999976870028,True,143.8143607619478,0.9999999976870028,-5.697903482371203e-09,174.133,143.8143607619478
ch-af-apac-eu-row-us/pf120_k100_a040,2035,ch,us,28.70827994316926,69.99999999946051,228.2403968500441,217.0786885700847,228.2116885700847,95.5758330004046,11.133,121.53156384963954,0.4101182849055788,True,121.50285556968008,0.4101182849055788,1.6233910049567868e-11,106.7088330004046,121.5028555696801
ch-af-apac-eu-row-us/pf120_k100_a040,2035,us,us,41.291719981467,69.99999999946051,228.2403968500441,188.3664806833128,188.3664806833128,188.3664806833128,0.0,39.87391616673133,0.5898817140255033,True,0.0,0.5898817140255033,39.83262444674984,188.3664806833128,0.0
af-eu-us-apac-row-ch/pf080_k050_a030,2040,row,row,88.99999868872966,88.99999998695316,187.26171945050567,187.1727189517057,187.1727189517057,187.1727189517057,0.0,0.0890004988000328,0.9999999854132192,True,0.0,0.9999999854132192,5.001113031338766e-07,187.1727189517057,0.0
af-eu-us-apac-row-ch/pf100_k050_a040,2035,apac,row,59.494081981639525,78.99999999720674,207.2255663914782,107.51182048336705,126.394235199925,109.9122079504653,18.88241471655794,78.43094372445495,0.7530896453638367,True,-2.4003874670982555,0.7530896453638367,80.77183710957155,128.79462266702325,-2.4003874670982555
af-eu-us-apac-row-ch/pf100_k050_a040,2035,row,row,19.505917887567293,78.99999999720674,207.2255663914782,207.20606052566248,207.20606052566248,207.20606052566248,0.0,0.0195058658157165,0.2469103530159111,True,0.0,0.2469103530159111,-5.207185073061171e-08,207.20606052566248,0.0
af-eu-us-apac-row-ch/pf100_k050_a040,2040,apac,apac,125.99999973439198,125.99999998548115,105.93406441907103,99.2855457793232,99.2855457793232,99.2855457793232,0.0,6.64851863974782,0.9999999980072288,True,0.0,0.9999999980072288,6.522518640013442,99.2855457793232,0.0
af-eu-us-apac-row-ch/pf100_k100_a040,2030,apac,row,35.3278238596159,69.99999999674662,232.96395831340485,119.2018398673246,138.08425458388254,123.55706235501908,18.88241471655794,90.52448124182784,0.5046831980179689,True,-4.355222487694476,0.5046831980179689,94.84437590566267,142.43947707157702,-4.3552224876944905
af-eu-us-apac-row-ch/pf100_k100_a040,2030,row,row,34.67217602000657,69.99999999674662,232.96395831340485,232.92928618307093,232.92928618307093,232.92928618307093,0.0,0.0346721303339165,0.4953168003088288,True,0.0,0.4953168003088288,-4.5686089980567786e-08,232.92928618307093,0.0
af-eu-us-apac-row-ch/pf100_k100_a040,2040,eu,eu,49.61426948412823,98.99999999591007,222.384129240558,158.50199826333673,158.50199826333673,158.50199826333673,0.0,63.88213097722121,0.5011542372341203,True,0.0,0.5011542372341203,63.83251670773711,158.50199826333673,0.0
af-eu-us-apac-row-ch/pf100_k100_a040,2040,apac,eu,38.60778175130382,98.99999999591007,222.384129240558,206.0383479850628,222.34552149769524,99.2855457793232,16.30717351263244,106.79140994860228,0.3899775934636242,True,106.7528022057396,0.3899775934636242,-3.888858064737821e-08,115.59271929195563,106.75280220573961
af-eu-us-apac-row-ch/pf100_k100_a040,2040,af,eu,10.777947681402615,98.99999999591007,222.384129240558,57.49747906317796,63.69747906317796,95.83213549134676,6.2,120.35199374921118,0.1088681584025038,True,-38.334656428168806,0.1088681584025038,158.67587222969863,102.03213549134676,-38.3346564281688
af-eu-us-apac-row-ch/pf120_k050_a030,2035,ch,af,11.805886041995656,19.99999999927485,257.79953759369687,247.2877317616086,257.7877317616086,95.5758330004046,10.5,151.72370459329227,0.5902943021211853,True,151.711898761204,0.5902943021211854,-5.3953724639052576e-08,106.0758330004046,151.711898761204
af-eu-us-apac-row-ch/pf120_k050_a030,2035,af,af,8.194113717003036,19.99999999927485,257.79953759369687,106.08917463044914,106.08917463044914,106.08917463044914,0.0,151.71036296324775,0.4097056858650066,True,0.0,0.4097056858650068,151.70216884953075,106.08917463044914,0.0
af-eu-us-apac-row-ch/pf120_k100_a030,2030,us,us,36.47869659013247,64.99999999265533,262.99696822525607,211.7509004083749,211.7509004083749,211.7509004083749,0.0,51.24606781688112,0.5612107168346827,True,0.0,0.5612107168346827,51.20958912029102,211.7509004083749,0.0
af-eu-us-apac-row-ch/pf120_k100_a030,2030,apac,us,28.521300290634297,64.99999999265533,262.99696822525607,154.53258844664597,168.24266925349193,123.55706235501908,13.71008080684597,125.72982506339105,0.4387892352901086,True,30.97552609162686,0.4387892352901086,94.72577767147352,137.26714316186505,30.97552609162689
eu-us-af-row-apac-ch/pf080_k050_a030,2035,us,eu,36.82417870941951,94.999999991526,242.42674585299835,146.15039785988498,155.54739785988497,188.3664806833128,9.397,44.66326516968555,0.3876229338179393,True,-42.21608282342783,0.3876229338179393,86.84252381440396,197.7634806833128,-42.216082823427826
eu-us-af-row-apac-ch/pf080_k050_a030,2035,apac,eu,50.2782418842204,94.999999991526,242.42674585299835,163.7172823479497,180.02445586058212,109.9122079504653,16.30717351263244,116.20736438990062,0.529244651460055,True,53.80507439748439,0.529244651460055,62.35201175053201,126.21938146309773,53.80507439748439
eu-us-af-row-apac-ch/pf080_k050_a030,2035,af,eu,7.897578470323313,94.999999991526,242.42674585299835,84.87492627898388,91.07492627898388,106.08917463044914,6.2,130.13757122254924,0.0831324049581871,True,-21.21424835146526,0.0831324049581871,151.34392199554415,112.28917463044914,-21.21424835146526
eu-us-af-row-apac-ch/pf100_k050_a030,2025,ch,af,9.999999969235263,9.999999999661012,357.2671874880048,346.7571875264596,357.2571875264596,163.0,10.5,183.7671874880048,0.9999999969574253,True,183.7571875264596,0.9999999969574253,-3.842398774850375e-08,173.5,183.75718752645957
eu-us-af-row-apac-ch/pf100_k050_a040,2025,eu,eu,21.59999834571469,74.99999999108935,318.3266495727938,299.25,299.25,299.25,0.0,19.076649572793823,0.2879999779770794,True,0.0,0.2879999779770794,19.055049574448116,299.25,0.0
eu-us-af-row-apac-ch/pf100_k050_a040,2025,apac,eu,53.40000055778473,74.99999999108935,318.3266495727938,205.4619030940845,221.7690766067169,187.45,16.30717351263244,114.5694760601614,0.7120000075217214,True,18.011903094084516,0.7120000075217214,96.50417296551912,203.75717351263242,18.011903094084516
eu-us-af-row-apac-ch/pf100_k050_a040,2035,ch,ch,332.99999996370485,332.99999999724145,95.90883302502486,95.5758330004046,95.5758330004046,95.5758330004046,0.0,0.3330000246202473,0.9999999998992896,True,0.0,0.9999999998992896,2.4656556685265233e-08,95.5758330004046,0.0
eu-us-af-row-apac-ch/pf100_k100_a040,2040,ch,ch,315.9999999176909,315.9999999940387,86.65125730273166,86.33525719941149,86.33525719941149,86.33525719941149,0.0,0.316000103320178,0.9999999997583928,True,0.0,0.9999999997583928,1.0340248712825685e-07,86.33525719941149,0.0
eu-us-af-row-apac-ch/pf120_k050_a030,2030,apac,af,8.172060122830244,13.99999999957894,283.4940944076927,240.43126495162284,253.60388108854207,123.55706235501908,13.17261613691931,146.76441591575434,0.583718580219716,True,116.87420259660377,0.583718580219716,29.882041259027773,136.7296784919384,116.87420259660375
eu-us-af-row-apac-ch/pf120_k050_a030,2030,af,af,5.827939859746574,13.99999999957894,283.4940944076927,119.25942540354018,119.25942540354018,119.25942540354018,0.0,164.23466900415255,0.4162814185658467,True,0.0,0.4162814185658467,164.2288410642928,119.25942540354018,0.0
eu-us-af-row-apac-ch/pf120_k050_a040,2025,apac,apac,49.99999991880613,49.99999999352503,256.20596689081776,187.45,187.45,187.45,0.0,68.75596689081777,0.999999998505622,True,0.0,0.999999998505622,68.70596689089896,187.45,0.0
