candidate,year,exporter,importer,flow_gw,demand_gw,market_price_usd_per_kw,offer_usd_per_kw,delivered_offer_usd_per_kw,manufacturing_cost_usd_per_kw,shipping_usd_per_kw,operating_margin_usd_per_kw,share_of_market,active,offer_minus_cost_usd_per_kw
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,ch,323.99999993649124,323.9999999960554,163.32399999847505,163.0,163.0,163.0,0.0,0.32399999847504546,0.99999999981616,True,0.0
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,eu,74.9999956788822,74.99999999794885,290.63871159348855,274.44571161176316,290.56371161176315,163.0,16.118,111.52071159348856,0.9999999424124447,True,111.44571161176316
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,us,1.523100452124546e-08,44.99999999210213,397.48715945405235,470.2391410344721,481.37214103447207,163.0,11.133,223.35415945405234,3.384667671981917e-10,False,307.2391410344721
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,apac,4.248227819633135e-09,49.99999999605717,187.45799966764878,502.2100328385824,515.9904544174641,163.0,13.78042157888167,10.677578088767108,8.496455639936273e-11,False,339.2100328385824
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,af,9.99999960870062,9.99999999840681,316.23822836567723,305.7282286059958,316.2282286059958,163.0,10.5,142.73822836567723,0.9999999610293809,True,142.7282286059958
ch-af-apac-eu-row-us/pf080_k050_a040,2025,ch,row,1.680726235617251e-08,44.99999999779776,351.93627443634364,412.08506775071953,426.6815200603254,163.0,14.59645230960589,174.33982212673774,3.7349471904433415e-10,False,249.08506775071953
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,ch,4.0078192214152475e-09,323.9999999960554,163.32399999847505,239.40010612289214,255.51810612289214,299.25,16.118,-152.04400000152495,1.2369812411926054e-11,False,-59.84989387710786
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,eu,5.15031246159814e-09,74.99999999794885,290.63871159348855,299.25,299.25,299.25,0.0,-8.611288406511449,6.867083282318659e-11,False,0.0
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,us,21.99999996692352,44.99999999210213,397.48715945405235,152.591976718985,171.351976718985,299.25,18.76,79.47715945405234,0.48888888823966004,True,-146.658023281015
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,apac,4.2202854342440224e-09,49.99999999605717,187.45799966764878,239.39979909119666,257.5334392944117,299.25,18.13364020321509,-129.92564053556632,8.44057086915364e-11,False,-59.850200908803345
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,af,5.126174372261412e-09,9.99999999840681,316.23822836567723,326.2104633225741,336.01046332257414,299.25,9.8,7.1882283656772294,5.126174373078109e-10,False,26.960463322574128
ch-af-apac-eu-row-us/pf080_k050_a040,2025,eu,row,8.919369555602357e-09,44.99999999779776,351.93627443634364,239.42773054143822,247.8640187071009,299.25,8.436288165662685,44.24998627068095,1.982082123564191e-10,False,-59.82226945856178
ch-af-apac-eu-row-us/pf080_k050_a040,2025,us,ch,6.566704245260216e-09,323.9999999960554,163.32399999847505,256.9945496079661,281.7255496079661,321.25,24.731,-182.65700000152495,2.0267605695494333e-11,False,-64.25545039203388
ch-af-apac-eu-row-us/pf080_k050_a040,2025,us,eu,2.3046124563377554e-08,74.99999999794885,290.63871159348855,257.1643882040277,266.5613882040277,321.25,9.397,-40.00828840651145,3.072816608534378e-10,False,-64.08561179597228
ch-af-apac-eu-row-us/pf080_k050_a040,2025,us,us,8.610060569145889e-08,44.99999999210213,397.48715945405235,321.25,321.25,321.25,0.0,76.23715945405235,1.913346793479339e-09,False,0.0
