candidate,importer,year,market_price,manufacturing,shipping,offer_markup,delivered_offer,flow_term,offer_capacity_dual,offer_to_price_gap
af-eu-us-apac-row-ch/pf080_k050_a030,af,2025,269.16518977038567,163.00001961638614,10.500000397736864,95.65517054813101,269.15519056225406,0.009999997460737306,-7.893291341515285e-07,0.009999208131603154
af-eu-us-apac-row-ch/pf080_k050_a030,af,2030,234.1509222079013,107.4409257656429,10.500000030727696,116.19599640399825,234.13692220036884,0.013999999552707715,7.979737409041787e-09,0.014000007532445125
af-eu-us-apac-row-ch/pf080_k050_a030,af,2035,229.79738801255576,190.78312080354212,10.469807516593054,8.438310034038498,209.69123835417366,0.014558534392572351,20.09159112398952,20.106149658382094
af-eu-us-apac-row-ch/pf080_k050_a030,af,2040,225.51528735892904,98.0010627505667,8.273100635637105,70.99481751565968,177.2689809018635,0.01491826228157891,48.23138819478397,48.24630645706554
af-eu-us-apac-row-ch/pf080_k050_a030,apac,2025,187.6279620932304,187.45000012706973,6.08872071901925e-08,-2.5833187341273254e-08,187.45000016212373,0.04999999956717905,0.12796193153948632,0.17796193110666536
af-eu-us-apac-row-ch/pf080_k050_a030,apac,2030,255.33291430424848,123.55706236382072,2.317686255360709e-09,1.9434152879523198e-10,123.55706236633274,0.08499999997265156,131.69085193794308,131.77585193791572
af-eu-us-apac-row-ch/pf080_k050_a030,apac,2035,110.01520795412748,109.91220795327847,9.880991895373951e-10,6.880108752193023e-10,109.91220795495458,0.1029999999857667,-8.128724360290107e-10,0.10299999917289426
af-eu-us-apac-row-ch/pf080_k050_a030,apac,2040,99.41154605220956,99.28554587901752,3.9399950743310176e-08,1.0365218859053029e-07,99.28554602206965,0.12599999933556463,3.080434138325039e-08,0.12600003013990602
af-eu-us-apac-row-ch/pf080_k050_a030,ch,2025,163.32399999705316,163.00000007582602,2.9000742594432284e-08,-7.786716931678766e-08,163.00000002695958,0.3239999985982447,-2.850466351844716e-08,0.32399997009358117
af-eu-us-apac-row-ch/pf080_k050_a030,ch,2030,107.79092378768428,107.44092378781946,1.7965819477437514e-10,-4.22661349179238e-10,107.44092378757645,0.3499999999909673,1.1685896694757503e-10,0.3500000001078263
af-eu-us-apac-row-ch/pf080_k050_a030,ch,2035,95.90883300246304,95.57583300212885,6.077600201589941e-10,-8.695028106069474e-10,95.5758330018671,0.33299999997064295,6.253018658419762e-10,0.3330000005959448
af-eu-us-apac-row-ch/pf080_k050_a030,ch,2040,86.65125723361481,86.33525729238464,2.4445202988153635e-08,-1.8797126823867377e-08,86.33525729803272,0.3159999989599314,-6.337783281518128e-08,0.3159999355820986
af-eu-us-apac-row-ch/pf080_k050_a030,eu,2025,244.56843086174143,163.0000009341124,16.11799997980467,65.37543004843623,244.49343096235327,0.0749999964059995,-9.701783906801431e-08,0.07499989938816043
af-eu-us-apac-row-ch/pf080_k050_a030,eu,2030,272.3155780290681,178.90034109238638,10.987269445710535,8.621176350587707,198.50878688868465,0.04800730971805595,73.75878383066538,73.80679114038344
af-eu-us-apac-row-ch/pf080_k050_a030,eu,2035,213.4530792963297,139.22620887371338,9.015092271260956,48.19635801551707,196.4376591604914,0.048030288630401846,16.967389847207897,17.015420135838298
af-eu-us-apac-row-ch/pf080_k050_a030,eu,2040,208.4019926872216,131.40754630947933,7.46133718653354,42.44409870246761,181.3129821984805,0.04985680361674577,27.039153685124337,27.08901048874108
af-eu-us-apac-row-ch/pf080_k050_a030,row,2025,323.17052279196685,241.6151554523944,12.915414855081464,18.830312302747732,273.3608826102236,0.01954933311574847,49.7900908486275,49.80964018174325
af-eu-us-apac-row-ch/pf080_k050_a030,row,2030,232.96668334993785,216.3113365705144,3.9292411736746624,-37.32286779559694,182.91770994859215,0.035164183290548996,50.01380921805516,50.048973401345705
af-eu-us-apac-row-ch/pf080_k050_a030,row,2035,206.9239589502861,95.57583378926127,14.596452207660827,96.67267293755378,206.84495893447593,0.07899999881005576,1.700012469685319e-08,0.07900001581018046
af-eu-us-apac-row-ch/pf080_k050_a030,row,2040,187.26171945050572,187.17271775530918,2.1689077056106363e-07,1.0775435851901175e-06,187.17271904974353,0.08899999739050617,4.0337168212556396e-07,0.08900040076218829
af-eu-us-apac-row-ch/pf080_k050_a030,us,2025,256.0161952787307,184.95065346405403,13.4466444324276,57.467275634346734,255.86457353082835,0.03674040425562033,0.11488134364674771,0.15162174790236804
af-eu-us-apac-row-ch/pf080_k050_a030,us,2030,291.3748121395647,123.52345821027446,13.669342042995703,22.05668382471251,159.24948407798266,0.06399144971921317,132.06133661186283,132.12532806158205
af-eu-us-apac-row-ch/pf080_k050_a030,us,2035,217.08123284512237,182.72456309927423,0.5828618117708615,-1.4549400894020794,181.852484821643,0.061058219382693776,35.167689804096675,35.22874802347937
af-eu-us-apac-row-ch/pf080_k050_a030,us,2040,202.0336295608516,162.3962814326752,1.500899062983851,9.746456880244331,173.6436373759034,0.060376568040870535,28.32961561690733,28.3899921849482
af-eu-us-apac-row-ch/pf080_k050_a040,af,2025,294.89962865736726,163.00000334348178,10.500000030136443,121.38962523476405,294.88962860838234,0.009999999632405705,4.9352515090264615e-08,0.010000048984920795
af-eu-us-apac-row-ch/pf080_k050_a040,af,2030,316.27623639578724,133.532652097872,6.8385019355020376,81.509593667648,221.88074770102205,0.005038680104026873,94.39045001466117,94.39548869476519
af-eu-us-apac-row-ch/pf080_k050_a040,af,2035,238.8604347758468,109.91220851464226,13.17261612525236,115.75560982844131,238.84043446833593,0.01999999971972433,3.07791159556009e-07,0.020000307510883886
af-eu-us-apac-row-ch/pf080_k050_a040,af,2040,248.5150759717353,99.28554579644351,13.172616133765024,136.02891404690754,248.4870759771161,0.02799999992250391,-5.303281931656745e-09,0.02799999461922198
af-eu-us-apac-row-ch/pf080_k050_a040,apac,2025,229.9174761855417,187.4500000140214,3.036589382630853e-09,1.4939817306601128e-09,187.45000001855198,0.04999999997986387,42.41747616700985,42.46747616698971
af-eu-us-apac-row-ch/pf080_k050_a040,apac,2030,126.48396374108214,123.55706250092759,4.3466929513208695e-08,8.426218490833458e-08,123.5570626286567,0.0849999995024437,2.8419011129229967,2.9269011124254405
af-eu-us-apac-row-ch/pf080_k050_a040,apac,2035,110.01520826981344,109.91220796243032,3.202046330773288e-09,-2.7942808821956415e-09,109.91220796283808,0.10299999995536682,3.070199936228146e-07,0.10300030697536044
af-eu-us-apac-row-ch/pf080_k050_a040,apac,2040,99.4115457823362,99.28554578165063,6.342478036936831e-10,-4.271203504731184e-10,99.28554578185776,0.12599999998959582,4.888457971752302e-10,0.12600000047844162
af-eu-us-apac-row-ch/pf080_k050_a040,ch,2025,163.3239999997584,163.00000000245606,4.732921612325462e-10,-1.7078294181721085e-09,163.00000000122154,0.32399999997749107,-1.4406283943557696e-09,0.3239999985368627
af-eu-us-apac-row-ch/pf080_k050_a040,ch,2030,107.7909251708447,107.44092385859386,1.1968894277158508e-08,-1.4476429247619657e-08,107.44092385608633,0.3499999994347233,1.315323649608846e-06,0.35000131475837293
af-eu-us-apac-row-ch/pf080_k050_a040,ch,2035,95.90883303832344,95.57583300519066,1.0321502437498885e-09,-5.273401804386685e-10,95.57583300569547,0.3329999999551327,3.267283182895042e-08,0.3330000326279645
af-eu-us-apac-row-ch/pf080_k050_a040,ch,2040,86.65125720080286,86.3352572003994,2.425403952338648e-10,-5.450288852920522e-11,86.33525720058744,0.3159999999904859,2.249389563502291e-10,0.31600000021542485
af-eu-us-apac-row-ch/pf080_k050_a040,eu,2025,355.8174230780975,292.3994952962384,7.176677264343791,-19.715630977387413,279.8605415831948,0.030897599785048007,75.92598389511764,75.95688149490269
af-eu-us-apac-row-ch/pf080_k050_a040,eu,2030,222.29440395797928,198.0842002815228,6.521695635081901,7.358667815042715,211.96456373164744,0.03275764127038106,10.297082585061458,10.32984022633184
af-eu-us-apac-row-ch/pf080_k050_a040,eu,2035,259.64925253801874,124.57889542457266,14.095116210624415,104.02053724989888,242.694548885096,0.05354875255906077,16.901154900363686,16.954703652922746
af-eu-us-apac-row-ch/pf080_k050_a040,eu,2040,275.17675075302424,150.38837104731704,3.7019863608542334,23.813788824378687,177.90414623254995,0.04317284523764893,97.22943167523664,97.27260452047429
af-eu-us-apac-row-ch/pf080_k050_a040,row,2025,301.5760903120445,171.15000025102847,16.025106446615535,100.2368247236597,287.4119314213037,0.02499999984264188,14.139158890898209,14.16415889074085
af-eu-us-apac-row-ch/pf080_k050_a040,row,2030,221.64267190754543,123.55706361326605,18.882414524317852,76.29129254966706,218.73077068725098,0.06999999803670612,2.841901222257747,2.911901220294453
af-eu-us-apac-row-ch/pf080_k050_a040,row,2035,207.23674353965225,187.79402227546746,5.159694990755623,-55.82944529923347,137.12427196698962,0.04146807607896182,70.07100349658367,70.11247157266263
af-eu-us-apac-row-ch/pf080_k050_a040,row,2040,209.46732294405865,187.17271894299967,1.9399204339250726e-09,1.0428643177713967e-08,187.17271895536825,0.08899999997625198,22.205603988714145,22.294603988690398
af-eu-us-apac-row-ch/pf080_k050_a040,us,2025,294.4897921036561,187.45000025294914,13.710080805360553,50.86723495759957,252.02731601590926,0.044999999777616956,42.41747608796922,42.462476087746836
af-eu-us-apac-row-ch/pf080_k050_a040,us,2030,269.2319729650758,211.7509001974067,5.92885644590921e-08,7.546121011720844e-07,211.75090101130738,0.0649999993904673,57.41607195437794,57.48107195376841
af-eu-us-apac-row-ch/pf080_k050_a040,us,2035,199.14813792839507,188.3664806731401,3.222859806184559e-09,3.2840930049575694e-08,188.3664807092039,0.06999999996411785,10.711657219227057,10.781657219191175
af-eu-us-apac-row-ch/pf080_k050_a040,us,2040,170.22960966916582,170.1546096622667,7.64236635668099e-10,6.534088288306381e-09,170.15460966956505,0.0749999999911368,-3.903594947285427e-10,0.0749999996007773
af-eu-us-apac-row-ch/pf100_k050_a030,af,2025,394.0988299530284,185.23322306350443,8.693926751367828,53.075332390255134,247.00248220512736,0.005511998015049108,147.09083574988603,147.09634774790106
af-eu-us-apac-row-ch/pf100_k050_a030,af,2030,313.7254201686178,123.55706245066816,13.172615985304429,112.53822169356019,249.26790012953282,0.013999999639443988,64.44352003944554,64.45752003908498
af-eu-us-apac-row-ch/pf100_k050_a030,af,2035,279.12564927338315,168.6161225998698,10.791343370109912,23.968028015843544,203.37549398582328,0.012703038255208195,75.73745224930465,75.75015528755986
af-eu-us-apac-row-ch/pf100_k050_a030,af,2040,313.6750511090471,187.1727182253457,12.49999992509522,11.660436026776356,211.33315417721727,0.02799999937471335,102.31389693245512,102.34189693182984
af-eu-us-apac-row-ch/pf100_k050_a030,apac,2025,300.55243329834724,187.45000018146126,5.208303590610898e-08,2.3065617993943446e-07,187.45000046420046,0.049999999636801226,113.05243283450999,113.10243283414678
af-eu-us-apac-row-ch/pf100_k050_a030,apac,2030,188.08558102171287,123.55706235957012,1.0698944500319913e-09,2.3195935905496048e-09,123.5570623629596,0.08499999998810662,64.44351865876516,64.52851865875327
af-eu-us-apac-row-ch/pf100_k050_a030,apac,2035,110.01520795374942,109.91220795173265,4.718755563640006e-10,2.6134185170135147e-09,109.91220795481794,0.10299999999275813,-1.06127787113941e-09,0.10299999893148026
af-eu-us-apac-row-ch/pf100_k050_a030,apac,2040,99.41154578980588,99.28554580723184,8.22977670010752e-09,1.6062334981938527e-08,99.28554583152395,0.1259999998595736,-4.1577636056278067e-08,0.12599995828193755
af-eu-us-apac-row-ch/pf100_k050_a030,ch,2025,163.3239999967558,163.00000001680655,2.423141558791263e-09,-3.267782997702471e-11,163.00000001919702,0.32399999988408557,-2.232531504109403e-08,0.3239999775587705
af-eu-us-apac-row-ch/pf100_k050_a030,ch,2030,107.79092380415264,107.44092378786465,1.9828029234873935e-10,2.4920960524024338e-11,107.44092378808786,0.3499999999898821,1.6074900799356584e-08,0.3500000160647829
af-eu-us-apac-row-ch/pf100_k050_a030,ch,2035,95.90883300684636,95.57583300135965,2.810614993715021e-10,1.1400518984095001e-10,95.57583300175473,0.33299999998653373,5.105100231439508e-09,0.33300000509163397
af-eu-us-apac-row-ch/pf100_k050_a030,ch,2040,86.65125725489888,86.33525721325955,4.200724089520203e-09,5.978158911753008e-09,86.33525722343843,0.3159999998345172,3.162593020800131e-08,0.3160000314604474
af-eu-us-apac-row-ch/pf100_k050_a030,eu,2025,369.6806838649666,220.2467740503601,11.523632060540598,37.324208361810584,269.09461447271127,0.04390532018428606,100.54216407207107,100.58606939225535
af-eu-us-apac-row-ch/pf100_k050_a030,eu,2030,322.1824598061354,154.08306551137625,9.165829722781229,62.045971528547334,225.2948667627048,0.038386892182419766,96.84920615124818,96.8875930434306
af-eu-us-apac-row-ch/pf100_k050_a030,eu,2035,285.306849228773,142.78340248121995,7.716089433454869,72.98984432437067,223.48933623904554,0.04423698772406734,61.77327600200338,61.81751298972745
af-eu-us-apac-row-ch/pf100_k050_a030,eu,2040,357.77203922578127,158.34635672777262,3.0013140457282192,24.755469475421023,186.10314024892187,0.04335602962611955,171.62554294723327,171.6688989768594
af-eu-us-apac-row-ch/pf100_k050_a030,row,2025,353.4249999588232,353.37999942352917,4.778893065289357e-08,4.2155575619447965e-07,353.37999989287385,0.044999999672365246,6.627698732886156e-08,0.045000065949352575
af-eu-us-apac-row-ch/pf100_k050_a030,row,2030,232.98073753004448,203.94774966897424,5.0034768648626375,6.910484789897912,215.8617113237348,0.04273276512437569,17.076293441185307,17.119026206309684
