year,importer,exporter,mean_flow_gw,median_flow_gw,mean_share,median_share,active_profiles
2030,us,ch,5.0382393244944765,2.7946716881444648e-08,0.07751137423789975,4.299494907036408e-10,5
2030,us,eu,2.583517148780022,2.7623901336751287e-08,0.03974641767398132,4.249830975172644e-10,2
2030,us,row,1.3360376757298995,4.1073631138839175e-08,0.02055442578109726,6.319020175633999e-10,4
2030,us,us,42.56981628724853,56.658450970036085,0.654920250666091,0.8716684764773832,21
2035,af,af,7.053058446783986,8.298309748423573,0.3526529223942057,0.4149154875004813,24
2035,af,apac,2.987331429475848,9.721109887515629e-08,0.14936657148456192,4.860554944139089e-09,7
2035,af,ch,2.5412490092396705,7.789799343982905e-08,0.12706245048835316,3.894899673393408e-09,7
2035,af,eu,0.7746261177735212,3.918225644830826e-08,0.03873130589565029,1.9591128230017454e-09,2
2035,af,row,4.4089263416885345,1.582464063082354e-07,0.22044631713145135,7.91232031569865e-09,10
2035,af,us,2.2348086518807313,7.583528929612548e-08,0.1117404326057776,3.791764465825601e-09,6
2035,apac,af,1.871280420276081e-08,6.374414058440886e-09,1.8167771073200927e-10,6.18875151318725e-11,0
2035,apac,apac,102.77282980925594,102.99999991105777,0.9977944642323814,0.9999999991537497,27
2035,apac,ch,0.22717009725496992,1.453778664901716e-08,0.0022055349249358236,1.4114355970152537e-10,1
2035,apac,eu,2.1072288686243476e-08,7.842592038297346e-09,2.0458532707789915e-10,7.614167027678892e-11,0
2035,apac,row,2.6582681126781597e-08,9.040175783389227e-09,2.580842828200591e-10,8.776869692848058e-11,0
2035,apac,us,2.0428555902213763e-08,1.3259768601618387e-08,1.9833549422221404e-10,1.287356174960822e-10,0
2035,ch,af,1.4136379031415476e-08,4.653637188094611e-09,4.245158868481299e-11,1.3974886450814585e-11,0
2035,ch,apac,4.0618591258648015e-08,1.271575205788681e-08,1.2197775153285228e-10,3.8185441615497886e-11,0
2035,ch,ch,332.9999998853217,332.99999995529845,0.9999999996755413,0.9999999998705281,27
2035,ch,eu,1.5330893135555565e-08,7.059723435058252e-09,4.603871812669998e-11,2.120037067602623e-11,0
2035,ch,row,2.2607673995642136e-08,8.9012182441997e-09,6.789091290272366e-11,2.6730385118002717e-11,0
2035,ch,us,1.535118980526912e-08,9.501793987895962e-09,4.609966908680303e-11,2.8533915879872646e-11,0
2035,eu,af,0.7342927211673066,2.4826465790483158e-08,0.007729397065222843,2.6133121885642836e-10,3
2035,eu,apac,36.47043867869243,46.979967966466745,0.38389935452520524,0.49452597860041964,21
2035,eu,ch,6.318851722417711,5.692787895542447e-08,0.06651422865926106,5.992408311631836e-10,6
2035,eu,eu,32.370457038655054,43.52517797628119,0.34074165304864873,0.45815976822434384,21
2035,eu,row,2.72103814951258,7.692352109076468e-08,0.028642506839164014,8.09721274650564e-10,4
2035,eu,us,16.38492168579296,1.9836410715372457e-07,0.1724728598624981,2.0880432334737763e-09,13
2035,row,af,4.572292059849933e-08,9.447277425629615e-09,5.787711468792591e-10,1.195857901996633e-10,0
2035,row,apac,29.36046587404236,4.762859964203338e-07,0.3716514667715022,6.028936664159887e-09,12
2035,row,ch,12.538083989320652,4.1777202072469316e-08,0.15870992391857294,5.288253426911385e-10,5
2035,row,eu,3.575930893052665,2.499778266695553e-08,0.0452649480170097,3.164276287237322e-10,2
2035,row,row,33.52551914940966,19.505917887567293,0.4243736601457975,0.2469103530159111,17
2035,row,us,4.489937328393045e-08,2.0908741911150882e-08,5.683464973231182e-10,2.646676191319911e-10,0
2035,us,af,0.4888903663493403,2.4151031546056696e-08,0.00698414809195105,3.4501473638678425e-10,2
2035,us,apac,17.53356035754735,1.768134803304829e-07,0.2504794337161829,2.5259068625634237e-09,10
2035,us,ch,2.8840807240038906,4.056261517895161e-08,0.04120115320144347,5.794659313455855e-10,5
2035,us,eu,4.381537823883989,1.5491868511385066e-08,0.06259339750092784,2.2131240731170408e-10,3
2035,us,row,1.5107227660477487,3.997331432131449e-08,0.021581753806419583,5.710473474955996e-10,3
2035,us,us,43.20120795396597,64.4491712277983,0.6171601136830751,0.9207024461502209,20
2040,af,af,5.758288305627848,10.26973708474191,0.2056531537997449,0.36677632457573867,15
2040,af,apac,10.693866673454439,10.139423987351678,0.38192380981327206,0.3621222854057327,15
2040,af,ch,6.976856328469966,1.1682829934049367e-07,0.2491734403423807,4.1724392623074825e-09,10
2040,af,eu,0.6338373148555986,4.5937791494005034e-08,0.022637046959458843,1.6406354106702523e-09,1
2040,af,row,2.0740742222574373,7.949215019573905e-08,0.07407407938714394,2.839005364216946e-09,2
2040,af,us,1.8630771513151112,6.32700368496217e-08,0.06653846969799956,2.2596441741205907e-09,3
2040,apac,af,2.016510986459173e-08,1.3874113742908756e-08,1.6004055449839792e-10,1.1011201383533577e-10,0
2040,apac,apac,125.9999998384292,125.99999985986359,0.9999999987809919,0.9999999989360849,27
2040,apac,ch,6.124516070769107e-08,3.591744184535753e-08,4.860727040785076e-10,2.850590622803292e-10,0
2040,apac,eu,2.2382148326027126e-08,1.732192816399606e-08,1.776360978461917e-10,1.3747562035311175e-10,0
2040,apac,row,2.490092355096423e-08,1.657927338082177e-08,1.9762637741047542e-10,1.315815347710459e-10,0
2040,apac,us,2.490168601595889e-08,1.7665899714628107e-08,1.9763242871963387e-10,1.402055533162097e-10,0
2040,ch,af,1.6578503871004816e-08,1.2661378891307324e-08,5.246361984747727e-11,4.0067654719989805e-11,0
2040,ch,apac,6.584700345336941e-08,2.588911800712201e-08,2.0837659321794195e-10,8.192758863176547e-11,0
2040,ch,ch,315.9999998428157,315.99999991444815,0.999999999528263,0.9999999997470543,27
2040,ch,eu,1.9225989750372845e-08,1.2096530038750965e-08,6.084173971945781e-11,3.8280158350858845e-11,0
2040,ch,row,2.528875021934802e-08,1.5225584961671038e-08,8.00276905716961e-11,4.8182230891984646e-11,0
2040,ch,us,2.212863090952462e-08,1.2905366436266935e-08,7.002731300841942e-11,4.0839767203902405e-11,0
2040,eu,af,4.129166450851629,1.5787471839346947e-07,0.041708752031034725,1.5946941252215782e-09,11
2040,eu,apac,26.00797843021359,13.343229061107769,0.26270685284162887,0.13478009154126716,17
2040,eu,ch,5.618782078558701,1.2682721497427255e-07,0.05675537453181639,1.2810829795612894e-09,3
2040,eu,eu,45.737114051523484,49.79204294942199,0.461991051048497,0.502949928796954,25
2040,eu,row,7.1367512966799245,1.1799612879245691e-07,0.07208839694069427,1.1918800889390158e-09,9
2040,eu,us,10.370207687279981,9.881505213791224e-08,0.10474957260632875,9.98131839914101e-10,9
2040,row,af,0.40370375418708765,2.7445774540194273e-08,0.004535997238144317,3.083794892287311e-10,1
2040,row,apac,25.844475735185725,1.7142607615140509e-06,0.2903873678232926,1.9261356871410348e-08,13
2040,row,ch,12.047419944483734,4.4120687282161026e-08,0.13536426904362184,4.957380594057728e-10,6
2040,row,eu,0.3716288044534189,3.1306922607112564e-08,0.004175604544613772,3.5176317536785157e-10,1
2040,row,row,47.87134087841872,69.90670928419155,0.5378802346219625,0.7854686436789697,18
2040,row,us,2.461430878744327,3.3627821765272716e-08,0.027656526728364925,3.778406940040599e-10,3
2040,us,af,0.43457829581486007,2.7941321890349658e-08,0.005794377279826957,3.725509585552441e-10,2
2040,us,apac,20.0875286191823,0.3467942222661858,0.2678337149439314,0.004623922965531982,14
2040,us,ch,1.8876097408887775,7.816722797199678e-08,0.025168129884882946,1.0422297064120577e-09,3
2040,us,eu,3.3198337981810857,4.594939160042209e-08,0.044264450653533065,6.126585547044832e-10,3
2040,us,row,0.8603977491820174,5.821383139299806e-08,0.011471969992445551,7.761844186153226e-10,2
2040,us,us,48.41005178730134,66.78944042679133,0.6454673572453801,0.8905258726839932,22
