sequence,source_all_solves_acceptable,source_r_strat,source_r_raw_br,source_stable_count,minimum_r_strat,minimum_r_strat_sweep,final_r_strat,final_r_raw_br,first_combined_movement_convergence_sweep,first_continuation_only_movement_convergence_sweep,first_clean_movement_convergence_sweep,all_continuation_solves_acceptable,status,continuation_workbook,elapsed_seconds
ch-af-apac-eu-row-us,True,0.004976758184137576,0.00868129327489736,3,0.06126993135765166,36,0.06126993135765166,0.1531748283941294,,,,False,complete,outputs\new_equilibria\continuation_outputs\penalized_sweep26_continuation_20260921_105905\ch-af-apac-eu-row-us\results\results_20260921_105906_117985.xlsx,669.0961926999735
