candidate,candidate_code,sequence,order,branch,origin,price_factor,capacity_weight,damping,selected_sweep,max_gain_percent,limiting_player,multistart_status,region,region_label,year,price_usd_per_kw
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,eu,EU,2030,262.6035854
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,us,US,2030,258.1055198
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,apac,APAC,2030,137.686444
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,row,ROW,2030,262.1027404
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,ch,China,2035,95.90883301
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,af,Africa,2035,213.2704006
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,eu,EU,2035,230.637587
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,us,US,2035,225.5668806
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,apac,APAC,2035,121.6520926
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,row,ROW,2035,231.802103
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,ch,China,2040,86.65125723
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,af,Africa,2040,197.308738
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,eu,EU,2040,198.1786879
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,us,US,2040,198.2503898
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,apac,APAC,2040,102.7564173
ch-af-apac-eu-row-us/pf080_k100_a040,CH-pf080_k100_a040,ch-af-apac-eu-row-us,CH-first,pf080_k100_a040,low_price_reinitialization,0.8,1,0.4,12,0.6054652146,ch,not_yet_audited,row,ROW,2040,208.1620858
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,ch,China,2025,163.324
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,af,Africa,2025,260.8121011
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,eu,EU,2025,298.7754639
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,us,US,2025,294.302859
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,apac,APAC,2025,194.3398745
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,row,ROW,2025,300.7549703
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,ch,China,2030,107.7909238
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,af,Africa,2030,218.3106854
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,eu,EU,2030,234.8948133
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,us,US,2030,226.4980414
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,apac,APAC,2030,127.7670073
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,row,ROW,2030,231.9799622
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,ch,China,2035,95.908833
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,af,Africa,2035,201.8390297
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,eu,EU,2035,210.7175879
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,us,US,2035,203.2456008
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,apac,APAC,2035,112.9322959
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,row,ROW,2035,206.5179411
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,ch,China,2040,86.65125725
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,af,Africa,2040,186.1944916
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,eu,EU,2040,189.4138606
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,us,US,2040,185.9879674
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,apac,APAC,2040,100.5362995
ch-af-apac-eu-row-us/pf100_k050_a030,CH-pf100_k050_a030,ch-af-apac-eu-row-us,CH-first,pf100_k050_a030,older_ch_first,1,0.5,0.3,14,0.5181402831,apac,fails_1_percent,row,ROW,2040,186.2691921
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2025,163.324
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2025,255.0184866
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2025,298.4282334
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2025,294.2496137
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2025,191.2420984
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2025,300.5606033
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2030,107.7909238
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2030,209.4346208
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2030,224.6024887
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2030,215.3386748
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2030,128.4961228
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2030,222.0223014
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2035,95.90883302
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2035,206.9650087
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2035,213.527269
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2035,209.4415588
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2035,112.6918255
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2035,206.8568718
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,ch,China,2040,86.65125723
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,af,Africa,2040,181.4327493
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,eu,EU,2040,194.3381187
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,us,US,2040,187.7154329
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,apac,APAC,2040,100.6534358
ch-af-apac-eu-row-us/pf100_k050_a040,CH-pf100_k050_a040,ch-af-apac-eu-row-us,CH-first,pf100_k050_a040,older_ch_first,1,0.5,0.4,10,0.5336679649,apac,fails_1_percent,row,ROW,2040,186.4597672
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,ch,China,2025,163.324
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,af,Africa,2025,269.8323677
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,eu,EU,2025,298.1925729
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,us,US,2025,296.2810869
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,apac,APAC,2025,191.2848693
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,row,ROW,2025,300.0383782
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,ch,China,2030,107.7909242
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,af,Africa,2030,224.2283478
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,eu,EU,2030,237.930953
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,us,US,2030,228.2194747
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,apac,APAC,2030,138.3990669
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,row,ROW,2030,229.6536607
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,ch,China,2035,95.90883301
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,af,Africa,2035,205.6405368
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,eu,EU,2035,213.1994251
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,us,US,2035,207.6294789
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,apac,APAC,2035,112.2076543
ch-af-apac-eu-row-us/pf100_k100_a040,CH-pf100_k100_a040,ch-af-apac-eu-row-us,CH-first,pf100_k100_a040,older_ch_first,1,1,0.4,10,0.9607367771,apac,fails_1_percent,row,ROW,2035,207.22232
