sequence,order_label,sweep,movement_percent,raw_best_response_move_percent,all_solves_acceptable,stable_count,final_status,solve_quality
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,13,14.34892358,43.64402146,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,14,15.9363015,45.79342095,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,15,17.29235069,48.31606116,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,16,15.12605065,29.69150146,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,17,12.80006437,23.27771237,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,18,68.71845337,171.7961334,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,19,57.09581784,142.7395446,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,20,34.25749303,85.64373257,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,21,12.77159102,79.82244389,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,22,17.86193281,63.74361371,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,23,17.67369252,43.47833022,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,24,16.03135871,33.91964496,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,25,14.15446517,28.34781215,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,26,12.49116061,24.99050946,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,27,11.16181903,22.91951661,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,28,10.16067614,21.64740454,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,29,9.427032164,20.8164155,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,30,8.897649616,20.25893949,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,31,26.93738946,168.3586841,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,32,7.876049078,56.04670466,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,33,6.382709454,28.66735133,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,34,6.503345604,16.25836401,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,35,4.599059623,11.49764906,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,36,3.485299409,8.713248522,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,37,2.761056257,6.902640642,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,38,2.371825643,5.929564108,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,39,2.16636158,5.41590395,True,0,not_converged,no_saved_solve_failure_flag
us-apac-af-row-eu-ch,US–APAC–AF–ROW–EU–CH,40,2.044800699,5.112001749,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,1,80,100,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,2,46.11983039,72.06223498,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,3,40.32223378,48.59104329,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,4,168.1033652,262.6615081,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,5,103.7954238,109.648048,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,6,34.79403486,21.92960955,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,7,9.075972393,6.608625124,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,8,4.113131064,5.784090559,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,9,3.428370967,5.142556451,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,10,16.55754117,42.23563735,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,11,16.66175341,47.04806172,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,12,19.87922791,46.45733678,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,13,20.70463008,45.60066553,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,14,19.64983585,50.77435733,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,15,15.37055214,34.66021383,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,16,13.49860837,26.72673177,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,17,62.31842793,155.8148436,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,18,63.30451692,158.2612923,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,19,13.41224294,83.8265184,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,20,17.23859793,57.44532605,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,21,17.36541823,49.27590492,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,22,16.29382805,36.71610693,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,23,14.97448657,32.48868588,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,24,12.80631637,23.88515266,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,25,9.976764947,14.33109454,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,26,7.361844174,8.598657536,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,27,5.242577609,5.38111957,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,28,3.640829244,3.39246334,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,29,2.481667083,2.035477164,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,30,1.667301946,1.221285435,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,31,28.45415677,177.8384798,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,32,7.763109702,58.18365225,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,33,2.409229854,29.42802091,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,34,6.571195421,16.42798855,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,35,4.610698331,11.52674583,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,36,3.490805973,8.727014933,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,37,2.763733446,6.909333614,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,38,2.371246746,5.928116866,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,39,2.166267,5.415667499,True,0,not_converged,no_saved_solve_failure_flag
us-row-eu-apac-af-ch,US–ROW–EU–APAC–AF–CH,40,2.043367303,5.108418258,True,0,not_converged,no_saved_solve_failure_flag
